artist,asin,media,review_count,star_rating,title,year,genre
Deftones,B00A44KDZY,"Vinyl,MP3 Music,Audio CD",1533,4.8,Koi No Yokan,2013,progressive metal
Opeth,B000FGGERM,"Audio CD,MP3 Music,Vinyl",1442,4.8,Blackwater Park,2011,progressive metal
Alice In Chains,B0000256C6,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1425,4.8,Alice in Chains,,progressive metal
Aerosmith,B00004WOIT,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",1389,4.8,Rocks,1976,progressive metal
Queensrÿche,B0000931QA,"Audio CD,Vinyl,Audio, Cassette",1359,4.8,Operation: Mindcrime,2003,progressive metal
Rush,B000001EST,"Audio CD,MP3 Music,Vinyl,Blu-ray Audio,Audio, Cassette",1329,4.8,Signals Remastered,1997,progressive metal
Liquid Tension Experiment,B08TQ4769H,"Audio CD,MP3 Music,Vinyl",1316,4.8,LTE3,2021,progressive metal
Rammstein,B00000I68C,"Audio Cassette,MP3 Music,Audio CD",74,5,Herzeleid,1998,progressive metal
Linkin Park,B00008K9Z5,"Audio CD,MP3 Music,Vinyl",5205,4.8,Meteora,2005,progressive metal
ΤOOL,B000EULJLU,"Audio CD,MP3 Music",4538,4.8,10.000 Days,2006,progressive metal
Saxon,B09K6XNRB5,"Audio CD,Vinyl",1295,4.8,Carpe Diem,2022,progressive metal
Rammstein,B0002XDODU,"Audio CD,MP3 Music,Vinyl",1273,4.8,"Reise, Reise",2004,progressive metal
Rush,B000001ESB,"Audio CD,MP3 Music,Vinyl,Blu-ray Audio,Audio, Cassette",1267,4.8,Fly By Night Remastered,1997,progressive metal
MF Doom,B07DVQZVBS,"Vinyl,MP3 Music,Audio CD",1264,4.8,MM..Food Exclusive Green And White Color Vinyl,,progressive metal
TOOL,B09S61YPW6,Blu-ray,1239,4.8,Opiate²,,progressive metal
Rammstein,B002P7UCMC,"Audio CD,MP3 Music,Vinyl",1226,4.8,Liebe Ist Für Alle Da Dlx Dig,2009,progressive metal
Rush,B000001ESX,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1163,4.8,Power Windows Remastered,1997,progressive metal
Rammstein,B000003RCY,Audio CD,1153,4.8,Herzeleid,1996,progressive metal
Rammstein,B00005AAFS,"Audio CD,MP3 Music,Vinyl",2883,4.9,Mutter,2001,progressive metal
Rush,B000001ESN,"Audio CD,MP3 Music,Vinyl",1393,4.9,Permanent Waves,1997,progressive metal
Sepultura,B000000H3Z,"Audio CD,MP3 Music,Vinyl",1169,4.9,Beneath the Remains,1997,progressive metal
Death,B00000C2IF,"Audio CD,MP3 Music,Vinyl",1159,4.8,The Sound of Perseverance,1998,progressive metal
Death,B000AAVEI2,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1087,4.9,Leprosy,1999,progressive metal
Death,B000003C2U,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",969,4.9,Human,1991,progressive metal
Pantera,B08HQ6CZ8H,Audio CD,589,4.9,Reinventing the Steel,2020,progressive metal
King Diamond,B000000H48,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",379,4.9,Conspiracy,1997,progressive metal
Villagers of Ioannina City,B084DGFQ56,"Vinyl,MP3 Music,Audio CD",304,4.9,Age of Aquarius,2022,progressive metal
Archspire,B09BY2861M,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",290,4.9,Bleed the Future,2021,progressive metal
O'Reillys & The Paddyhats,B084Z4FZP2,"Audio CD,MP3 Music,Vinyl",224,4.9,Dogs On The Leash,2020,progressive metal
Polaris,B082PRBMFY,"Audio CD,MP3 Music,Vinyl",166,4.9,The Death Of Me,2020,progressive metal
Rush,B000001ESD,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1136,4.8,Caress Of Steel Remastered,1997,progressive metal
Three Days Grace,B002USOW86,"Audio CD,MP3 Music,Vinyl",1141,4.8,Life Starts Now,2009,progressive metal
Korn,B00004UISQ,"Audio CD,MP3 Music,Vinyl",1156,4.8,Life Is Peachy,2011,progressive metal
Nightwish,B00024BHT2,"Vinyl,Audio CD",1119,4.8,Once,2013,progressive metal
Paradise Lost,B0863VQ2HH,"Audio CD,MP3 Music,Vinyl",1111,4.8,Obsidian,2020,progressive metal
Epica,B08KQCJB48,"Audio CD,MP3 Music,Vinyl",1106,4.8,Omega Lim. 48p Earbook acoustic orchestral instrumental,2021,progressive metal
Faith No More,B000024HJV,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1089,4.8,Angel Dust,2010,progressive metal
Dream Theater,B08JLXYLBR,"Audio CD,Vinyl",1063,4.8,Distant Memories - Live in London 2 in Slipcase,2020,progressive metal
Helloween,B000GG4XCY,"Audio CD,Audio CD",1062,4.8,"Keeper of the Seven Keys, Pt. I",2006,progressive metal
Lorna Shore,B096TN98RV,"Vinyl,MP3 Music,Audio CD",153,4.9,...And I Return To Nothingness - EP,2021,progressive metal
Meshuggah,B0002JEO74,"Audio CD,Vinyl",150,4.9,I,2004,progressive metal
The Devil Wears Prada,B098GSYZC5,"Vinyl,MP3 Music,Audio CD",140,4.9,ZII,2022,progressive metal
Helloween,B00349GB3O,"MP3 Music,Vinyl",126,4.9,Helloween,1985,progressive metal
Rush,B000001ESR,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1041,4.8,Exit...Stage Left Remastered,1997,progressive metal
Megadeth,B0002EXH40,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1048,4.8,Youthanasia,2004,progressive metal
Spiritbox,B096TJMSCV,"Vinyl,MP3 Music,Audio CD",1047,4.8,Eternal Blue,2021,progressive metal
Rammstein,B002P3J3JY,Audio CD,1024,4.8,Liebe Ist Fuer Alle Da,2009,progressive metal
Rush,B000001ES9,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",997,4.8,Rush Remastered,1997,progressive metal
Rush,B000001ESV,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",991,4.8,Grace Under Pressure remastered,1997,progressive metal
Sepultura,B000000H3W,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",776,4.8,Arise,1997,progressive metal
The Mars Volta,B00009V7T2,"Audio CD,MP3 Music,Vinyl",749,4.8,De-Loused In The Comatorium,2003,progressive metal
Queensrÿche,B0000931Q7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",737,4.8,Rage for Order,2003,progressive metal
Opeth,B000FGGERC,"Audio CD,MP3 Music,Vinyl",734,4.8,Damnation,2011,progressive metal
Incubus,B000160Z0I,"Audio CD,MP3 Music,Vinyl",736,4.8,A Crow Left of the Murder...,2004,progressive metal
Savatage,B000002ILK,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",718,4.8,Hall Of The Mountain King,1988,progressive metal
Fates Warning,B08GPK7VTT,"Audio CD,MP3 Music,Vinyl",704,4.8,Long Day Good Night,2020,progressive metal
Killswitch Engage,B0001Z2TJY,"Audio CD,MP3 Music",689,4.8,The End of Heartache,2004,progressive metal
ビースト・イン・ブラック,B08SGYGP3Q,"Vinyl,MP3 Music,Audio CD",657,4.8,From Hell with Love Blue in Yellow Swirl,2021,progressive metal
Incubus,B00002MVD2,"Audio CD,MP3 Music,Vinyl",656,4.8,S.C.I.E.N.C.E.,1997,progressive metal
Haken,B086PNTJRV,"Audio CD,MP3 Music,Vinyl",634,4.8,Virus Standard Jewelcase,2020,progressive metal
Carcass,B08X6C6Z5B,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",626,4.8,Heartwork,2021,progressive metal
Helloween,B000002WCJ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",594,4.8,Keeper Of The Seven Keys Part 2,1988,progressive metal
Savatage,B000002IS7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",588,4.8,Streets: A Rock Opera,1991,progressive metal
Queensrÿche,B0000931Q3,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",578,4.8,The Warning,2003,progressive metal
Stone Sour,B00015U1M6,"Audio CD,MP3 Music",570,4.8,Stone Sour -13tr-,2002,progressive metal
Rammstein,B00016MT6Q,DVD,550,4.8,Rammstein - Lichtspielhaus,,progressive metal
Rammstein,B0000YWHOI,DVD,550,4.8,Lichtspielhaus,,progressive metal
Faith No More,B000006TEU,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",547,4.8,Album of the Year,1997,progressive metal
Opeth,B000FGGETU,"Audio CD,MP3 Music,Vinyl",542,4.8,Deliverance,2011,progressive metal
Polyphia,B07H649VL2,"Audio CD,MP3 Music,Vinyl",530,4.8,New Levels New Devils,2018,progressive metal
Benediction,B08DSX914X,Audio CD,522,4.8,Scriptures,2020,progressive metal
Amorphis,B07D4ZLG95,"Audio CD,Vinyl",512,4.8,Queen Of Time,2022,progressive metal
Meshuggah,B0012E6R3M,"Audio CD,MP3 Music,Vinyl",503,4.8,Obzen,2008,progressive metal
Savatage,B000002IOH,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",509,4.8,Gutter Ballet,1990,progressive metal
Killswitch Engage,B000065894,"Audio CD,MP3 Music,Vinyl",493,4.8,Alive or Just Breathing,2002,progressive metal
Dream Theater,B08JVLBW2Z,"Audio CD,MP3 Music,Vinyl",498,4.8,Distant Memories - Live in London Multibox,2020,progressive metal
Stormkeep,B09FTFD59P,"Audio CD,MP3 Music,Vinyl",62,4.9,Tales Of Othertime,2022,progressive metal
Papa Roach,B08MRR7NHX,"Vinyl,MP3 Music,Audio CD",468,4.8,Greatest Hits Vol. 2 The Better Noise Years Triple US Version,2021,progressive metal
Queensrÿche,B0000931Q0,"Audio CD,MP3 Music,Vinyl",463,4.8,Queensryche,2003,progressive metal
Periphery,B09K1T8Y2G,"Audio CD,MP3 Music,Vinyl",461,4.8,Periphery IV: HAIL STAN,2021,progressive metal
Amaranthe,B08LRHH887,"Vinyl,MP3 Music,Audio CD",454,4.8,Manifest,2020,progressive metal
In Flames,B089TV179C,"Audio CD,MP3 Music,Vinyl",449,4.8,Clayman,2020,progressive metal
Bad Omens,B09WJF26N1,"Vinyl,MP3 Music",444,4.8,THE DEATH OF PEACE OF MIND,2022,progressive metal
Savatage,B003BNA9S6,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",426,4.8,"Savatage, Edge of Thorns",2011,progressive metal
Children of Bodom,B001DR9TN8,"Audio CD,Audio CD",422,4.8,Hate Crew Deathroll,2008,progressive metal
Darkthrone,B092469QCM,"Audio CD,MP3 Music,Vinyl",416,4.8,Old Star,2021,progressive metal
Hypocrisy,B09PVN1WPZ,"Vinyl,MP3 Music,Audio CD",415,4.8,Worship Purple White & Black Splatter,2022,progressive metal
Killer Be Killed,B08PJDVJ8K,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",401,4.8,Killer Be Killed,2021,progressive metal
Slipknot,B09YMP65S4,Vinyl,395,4.8,Vol. 3 The Subliminal Verses Violet,2022,progressive metal
In Flames,B0007Q6Q32,"DVD,Audio CD",385,4.8,Soundtrack to Your Escape,,progressive metal
Sepultura,B000000H3X,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",384,4.8,Schizophrenia,1997,progressive metal
Halford,B099BZWYHY,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",375,4.8,Resurrection,2022,progressive metal
Whitechapel,B09F1CV4XM,"Audio CD,MP3 Music,Vinyl",372,4.8,Kin,2021,progressive metal
Fear Factory,B000000H64,"Audio CD,MP3 Music,Audio, Cassette",366,4.8,Demanufacture,1995,progressive metal
Rammstein,B000IY042C,Audio CD,362,4.8,Volkerball,2007,progressive metal
Rammstein,B000JLPMEE,DVD,360,4.8,Volkerball (Special Edition),,progressive metal
Rammstein,B000IY041S,DVD,360,4.8,Rammstein: Volkerball,,progressive metal
Riot,B00000HZHO,"Audio CD,MP3 Music,Vinyl",360,4.8,Fire Down Under,1999,progressive metal
Rammstein,B000IY042M,DVD,360,4.8,Volkerball,,progressive metal
Rammstein,B000KRN2I0,"DVD,DVD",360,4.8,Rammstein: Volkerball,,progressive metal
King Diamond,B000000H7X,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",359,4.8,The Eye,1991,progressive metal
Demons & Wizards,B0009UC7UM,"Audio CD,MP3 Music,Vinyl",358,4.8,Touched By the Crimson King,2005,progressive metal
Slayer,B09F1G43B1,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",354,4.8,Hell Awaits,2021,progressive metal
Savatage,B003KN2HVY,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",348,4.8,Power of the Night,2011,progressive metal
Between the Buried and Me,B097F12WNT,"Vinyl,MP3 Music,Audio CD",348,4.8,Colors II,2021,progressive metal
Between the Buried and Me,B089M2CY1D,"Vinyl,MP3 Music",59,4.9,The Silent Circus 2020 Remix,2020,progressive metal
Opeth,B00004YYWI,"Audio CD,MP3 Music,Vinyl",342,4.8,Orchid,2000,progressive metal
Savatage,B000006E4T,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",333,4.8,Wake of Magellan,1998,progressive metal
Death,B09FTK4HTP,"Audio, Cassette,Audio CD,Vinyl",332,4.8,Human,2021,progressive metal
Katatonia,B000MM1FS2,"Audio CD,MP3 Music,Vinyl",330,4.8,Great Cold Distance,2007,progressive metal
Baroness,B000TXG3YA,"Audio CD,MP3 Music,Vinyl",330,4.8,Red Album,2007,progressive metal
Liquid Tension Experiment,B00000J7UT,"Audio CD,MP3 Music,Vinyl",331,4.8,Liquid Tension Experiment 2,2014,progressive metal
Burning Witches,B08GDK9L2N,"Audio CD,MP3 Music,Vinyl",325,4.8,Hexenhammer,2020,progressive metal
Control Denied,B00002EPMF,"Audio CD,MP3 Music,Vinyl",325,4.8,Fragile Art of Existence,1999,progressive metal
Majestica,B08LGNFPFV,"Audio CD,MP3 Music",316,4.8,A Christmas Carol,2020,progressive metal
Ray Alder,B08LNFVN6P,"Audio CD,MP3 Music,Vinyl",314,4.8,What The Water Wants,2020,progressive metal
Opeth,B00004YYWK,"Audio CD,MP3 Music,Vinyl",305,4.8,My Arms Your Hearse,2000,progressive metal
Nightwish,B07M5XFWSK,"Vinyl,Audio CD",299,4.8,Once,2019,progressive metal
Kamelot,B0007OASII,"Audio CD,MP3 Music,Vinyl",296,4.8,Black Halo,2005,progressive metal
Orden Ogan,B0849YXCTY,"Audio CD,MP3 Music,Vinyl",296,4.8,Final Days,2021,progressive metal
Cannibal Corpse,B09CKHXJGL,"Vinyl,MP3 Music,Audio CD",293,4.8,Eaten Back To Life,2021,progressive metal
Narnia,B07R76K4PY,"Vinyl,MP3 Music,Audio CD",57,4.9,From Darkness To Light,2019,progressive metal
Devin Townsend Project,B07C5HMXXG,Audio CD,288,4.8,Ocean Machine - Live at the Ancient Roman Theatre Plovdiv,2018,progressive metal
Voivod,B003YCM2G6,"MP3 Music,Audio CD",282,4.8,Dimension Hatross,,progressive metal
Rush,B00000DGV2,"Audio CD,MP3 Music",281,4.8,Different Stages,1998,progressive metal
Slayer,B09F1FWT6G,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",274,4.8,Show No Mercy,2021,progressive metal
Possessed,B07PRZJ3TB,"Vinyl,Audio CD",274,4.8,Revelations Of Oblivion Revelations Of Oblivion,2019,progressive metal
Windir,B08Z342X1P,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",56,4.9,Likferd Ltd Ed,2021,progressive metal
Onslaught,B088JHMP55,"Audio CD,MP3 Music,Vinyl",266,4.8,Generation Antichrist,2020,progressive metal
Meshuggah,B0008GGOBA,"Audio CD,Vinyl",264,4.8,Catch Thirty Three Slipcase,2012,progressive metal
Primus,B000024AHV,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",262,4.8,Suck on This,2000,progressive metal
Jinjer,B08JRGP5SN,"Vinyl,Audio CD,Vinyl",262,4.8,Alive in Melbourne 2020,2020,progressive metal
Slayer,B09F16Q89T,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",259,4.8,Live Undead,2021,progressive metal
Dream Theater,B08JV9JX8K,"Audio CD,Vinyl",259,4.8,Distant Memories - Live in London Ltd. Deluxe 2 2DVDArtbook,2020,progressive metal
Behemoth,B0915N27VF,"Vinyl,MP3 Music,Audio CD",256,4.8,Evangelion,2021,progressive metal
In Flames,B00004TS8G,"Audio CD,MP3 Music,Vinyl",255,4.8,Clayman,2000,progressive metal
Gamma Ray,B0000563VK,"Audio CD,MP3 Music,Vinyl",252,4.8,Land of Free Limited,,progressive metal
Kreator,B09LRB1NDM,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",252,4.8,Violent Revolution,2022,progressive metal
Evergrey,B07KBRCL2Y,"Audio CD,Vinyl",249,4.8,The Atlantic,2019,progressive metal
Amorphis,B000058A1I,"Audio CD,MP3 Music,Vinyl",248,4.8,Tales From The Thousand Lakes,2005,progressive metal
Stratovarius,B00000DCJT,"Audio CD,MP3 Music,Vinyl",246,4.8,Destiny,1999,progressive metal
Devin Townsend,B00354MFBA,"Audio CD,MP3 Music,Vinyl",241,4.8,Ocean Machine,2010,progressive metal
Helloween,B09RQ4B5ZD,"Vinyl,MP3 Music,Audio CD",241,4.8,The Dark Ride,2022,progressive metal
Children of Bodom,B00190KZCS,"Audio CD,MP3 Music,Vinyl",237,4.8,CHILDREN OF BODOM HATEBREEDER,2009,progressive metal
Rammstein,B000JKA0B0,Audio CD,229,4.8,Volkerball,2007,progressive metal
Rivers of Nihil,B09BCPDN8C,"Audio CD,MP3 Music,Vinyl",230,4.8,The Work,2021,progressive metal
King's X,B000002IOG,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",222,4.8,Gretchen Goes To Nebraska,1989,progressive metal
Mgla,B07XQRHW6Y,"Audio CD,MP3 Music,Vinyl",219,4.8,Age Of Excuse,2019,progressive metal
Ayreon,B0001YNK70,"Audio CD,MP3 Music",215,4.8,The Human Equation,2004,progressive metal
Currents,B087LB33KT,"Audio CD,MP3 Music,Vinyl",215,4.8,The Way It Ends,2020,progressive metal
Poets of the Fall,B003O8FXGQ,"Audio CD,MP3 Music",53,4.9,Twilight Theater,2010,progressive metal
Between the Buried and Me,B07D55HVJN,"Audio CD,MP3 Music,Vinyl",207,4.8,Automata II,2018,progressive metal
Blind Guardian,B00005V2UF,"Audio CD,MP3 Music,Vinyl",204,4.8,Imaginations From Other Side,2002,progressive metal
Epica,B000B5XSTO,"Audio CD,MP3 Music,Vinyl",200,4.8,Consign to Oblivion,2005,progressive metal
Novelists Fr,B081KQZFR5,"Audio CD,MP3 Music,Vinyl",52,4.9,C'est La Vie,2020,progressive metal
Haken,B07BZB8SH1,"Audio CD,MP3 Music,Vinyl",195,4.8,L-1VE,2018,progressive metal
Fit for an Autopsy,B09H3CNXZG,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",194,4.8,Oh What The Future Holds,2022,progressive metal
Killswitch Engage,B00005Y7LP,"Audio CD,MP3 Music,Vinyl",193,4.8,Killswitch Engage,2000,progressive metal
Avantasia,B000267THY,"Audio CD,MP3 Music,Vinyl",192,4.8,Metal Opera Part II,2012,progressive metal
Tallah,B0874N6FH1,"Audio CD,MP3 Music,Vinyl",189,4.8,Matriphagy,2020,progressive metal
King Diamond,B000000H4A,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",185,4.8,Fatal Portrait,1997,progressive metal
King's X,B000002IXM,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",184,4.8,Dogman,2012,progressive metal
Katatonia,B0006NCWH0,"Audio CD,MP3 Music,Vinyl",183,4.8,Viva Emptiness,2005,progressive metal
Pain Of Salvation,B000063CMK,"Audio CD,Vinyl",182,4.8,Remedy Lane,2012,progressive metal
Katatonia,B000IHYTRK,"Audio CD,MP3 Music,Vinyl",178,4.8,Brave Murder Day,2017,progressive metal
Armored Saint,B09DMRFD2Q,"Audio CD,MP3 Music,Vinyl",177,4.8,Symbol of Salvation: Live,2021,progressive metal
Black Sabbath,B091WM9H96,"Audio CD,Vinyl",177,4.8,Sabotage Super Deluxe,2021,progressive metal
