artist,asin,media,review_count,star_rating,title,year,genre
Dimmu Borgir,B09ZMVCQNL,"Vinyl,MP3 Music",6,4.4,Northern Forces Over Wacken,2022,black metal
Archgoat,B0BJQJFVP9,"Vinyl,MP3 Music,Audio CD",6,4.4,Angelcunt Tales Of Desecration,2023,black metal
Demoniac,B08Q5XZJW8,"Audio CD,MP3 Music,Vinyl",6,4.4,So It Goes,2021,black metal
RAGNAROK,B01B2964AC,"Audio CD,MP3 Music,Vinyl",6,4.4,Psychopathology,2016,black metal
Paysage D'Hiver,B08NZ57Z6X,"Audio CD,MP3 Music,Vinyl",6,4.4,Im Traum,2021,black metal
Aeternus,B07G2PK4RS,"Audio CD,MP3 Music,Vinyl",6,4.4,Heathen,2018,black metal
Mutiilation,B07T3JFYYR,"Vinyl,MP3 Music,Audio CD",6,4.4,"Sorrow Galaxies (12"" White LP)",,black metal
Antestor,B000F6NCKY,"Audio CD,MP3 Music",6,4.4,Martyrium,1994,black metal
Blasphemy,B00CW30BW0,"Audio CD,MP3 Music,Vinyl",5,4.5,Fallen Angel of Doom,1990,black metal
Marduk,B000025S66,"Audio CD,MP3 Music",5,4.5,Glorification,2014,black metal
Mutiilation,B005K17J9Y,"Audio CD,MP3 Music,Audio CD",5,4.5,"Remains of a Ruined, Dead, Cursed Soul",1999,black metal
Incantation,B0044A9IVE,"Vinyl,Audio CD",5,4.5,Cacharpaya,,black metal
Abigor,B00005BC5I,"Audio CD,MP3 Music",9,4.2,Satanized,2005,black metal
Vreid,B08CPHH5BJ,"Vinyl,MP3 Music,Audio CD",9,4.2,Milor,2020,black metal
Marduk,B0BMTBFCGY,"Audio CD,MP3 Music",7,4.3,Wormwood Remastered,2023,black metal
Hellhammer,B00NB40624,Vinyl,7,4.3,Apocalyptic Raids,1984,black metal
Venom,B0029HJO6S,"Audio CD,MP3 Music,Audio CD",7,4.3,Kissing The Beast,,black metal
Skyforger,B07STRT6XW,"Vinyl,MP3 Music,Audio CD",8,4.2,Kurbads,2019,black metal
Nokturnal Mortum,B0075ZH19G,Audio CD,8,4.2,To The Gates Of Blasphemous Fire,,black metal
Salem,B003U6372E,Audio CD,4,4.6,In the Beginning,2010,black metal
Witchfynde,B082BXDD76,Audio CD,15,4,Lords Of Sin / Anthems,2020,black metal
Mayhem,B001C5ZVC4,Audio CD,15,4,Mayhem - Dawn of the Black Hearts,,black metal
Enthroned,B08Z5TLFXJ,"Vinyl,Audio CD",6,4.3,Armoured Bestial Hell Clear,2021,black metal
Graveland,B00BNZ259U,"MP3 Music,Audio CD",6,4.3,In The Glare Of Burning Churches,,black metal
NETTLECARRIER,B008S4FWA8,"Vinyl,MP3 Music,Audio CD",6,4.3,Nettlecarrier,2013,black metal
Serpent Omega,B08BW8KZTN,"Vinyl,MP3 Music,Audio CD",5,4.4,II,2020,black metal
Belphegor,B09ZRTPZ65,"Audio CD,MP3 Music",7,4.2,Walpurgis Rites - Hexenwahn,2022,black metal
Sabbat,B0072COOXS,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",9,4.1,Mourning Has Broken,,black metal
Opera IX,B07NR8Q956,"Vinyl,MP3 Music,Audio CD",4,4.5,Gospel,2019,black metal
DEATHTRIP,B00NUJ75YW,"Vinyl,MP3 Music,Audio CD",4,4.5,Deep Drone Master,2014,black metal
Abigor,B0012QI4UO,"Audio CD,MP3 Music,Audio CD",4,4.5,Supreme Immortal Art,,black metal
Khold,B09VLD11JZ,"Vinyl,MP3 Music,Audio CD",8,4.1,Masterpiss Of Pain,2022,black metal
Fleurety,B081WW8RMH,"Audio CD,MP3 Music,Vinyl",8,4.1,White Death,2020,black metal
Chruchan,B00005Y3NS,"Audio CD,MP3 Music",11,4,Folk - Lore,,black metal
Von,B005FI51W4,,3,4.7,Satanic Blood,,black metal
Nightfall,B08NRXFRQZ,"Audio CD,MP3 Music,Vinyl",5,4.3,Parade Into Centuries,2021,black metal
Månegarm,B07JYQTHQC,"Vinyl,Audio CD",5,4.3,Urminnes Havd - The Forest Sessions,2019,black metal
Horna,B001QKYGHG,"Audio CD,MP3 Music,Audio CD",5,4.3,Aania Yossa,2006,black metal
Satan's Host,B09T3STM6T,"Audio CD,MP3 Music",6,4.2,This Legacy Will Never Die,2022,black metal
Death SS,B07SCGYMRC,"Audio CD,MP3 Music,Vinyl",6,4.2,Rock 'n' Roll Armageddon,2019,black metal
Sacramentum,B0B4HRSXHM,"Vinyl,MP3 Music,Audio CD",10,4,Thy Black Destiny - Splatter,2022,black metal
In The Woods...,B0BDMLWSFY,"Audio CD,MP3 Music,Vinyl",7,4.1,Diversum,2022,black metal
MAYHEM,B09JJ9GGPD,Audio CD,5,4.5,De Mysteriis Dom Sathanas,2022,black metal
Acheron,B09L3PG11X,"Audio CD,MP3 Music",4,4.4,Satanic Victory,2022,black metal
Ondskapt,B08P1FCCM8,"Audio CD,MP3 Music",7,4.1,Dodens Evangelium,2021,black metal
Celeste,B07595RC6R,"Audio CD,MP3 Music,Vinyl",7,4.1,Misanthrope s,2017,black metal
Cor Scorpii,B07BQMX37Y,"Audio CD,MP3 Music,Vinyl",9,4,Ruin,2018,black metal
Limbonic Art,B07MMP4BP3,Audio CD,9,4,Ad Noctum: Dynasty Of Death,2019,black metal
Dimmu Borgir,B006PWX6OO,"MP3 Music,Audio CD",9,4,World Misanthropy,2002,black metal
Rotting Christ,B000R9ZECI,"Audio CD,Audio CD",9,4,Non Serviam + Passage to Arcturo,2005,black metal
Thou Art Lord,B0BB5QQ7HD,"Vinyl,MP3 Music,Audio CD",3,4.6,Apollyon,2022,black metal
Nightfall,B08NVMXWD9,Audio CD,3,4.6,Athenian Echoes + Eons Aura,2021,black metal
Ondskapt,B07D55J8YN,"Audio CD,MP3 Music",3,4.6,Slave Under His Immortal Will,2018,black metal
Various Contemporary Christian Artists,B000FOVPEG,,3,4.6,Maranatha! Current,", et al.",black metal
Necrophobic,B0BJ4ZGXD9,"Audio CD,Vinyl",3,4.6,Womb of Lilithu 2022 Limited Jewelcase in Slipcase,2022,black metal
Valhall,B0999JLDHH,"Audio CD,MP3 Music",3,4.6,Neversleep,2021,black metal
Belphegor,B0748KC4PV,Audio CD,3,4.6,Totenritual,2017,black metal
SLAEGT,B06XP56RBT,"Vinyl,MP3 Music,Audio CD",3,4.6,Opus Mysterium,2017,black metal
Equilibrium,B01HENWI8C,Audio CD,3,4.6,Armageddon Bonus Booklet One Pressing Only,2016,black metal
Taake,B002VC02O4,Audio CD,3,4.6,Helnorsk Svartmetall,,black metal
Gallhammer,B001BENC54,"Audio CD,MP3 Music,Audio CD",3,4.6,Gloomy Lights,,black metal
Drottnar,B000M1MSPM,"Audio CD,MP3 Music,Audio CD",3,4.6,Welterwerk,2006,black metal
Astarte,B09G6YFM99,Audio CD,2,5,Dancing In The Dark Lakes,2022,black metal
Darkspace,B0BLSYCT9F,"Audio CD,MP3 Music,Vinyl",2,5,Dark Space I,2023,black metal
Darkspace,B0BLSYP49H,"Audio CD,MP3 Music,Vinyl",2,5,Dark Space III,2023,black metal
STORMLORD,B07LBLVP3Y,"Audio CD,MP3 Music",2,5,At The Gates Of Utopia re-release,2019,black metal
King Diamond,B0011DIDIG,"Vinyl,Audio, Cassette",2,5,The Family Ghost / Shrine,,black metal
Cadaveria,B09VWMHND1,"Vinyl,MP3 Music",2,5,Shadow's Madame,2022,black metal
Mutiilation,B09VT7PS8B,"Audio CD,MP3 Music",2,5,Destroy Your Life For Satan,2022,black metal
Underoath,B09BGF96TZ,Vinyl,2,5,Voyeurist [Deluxe Coke Bottle Clear LP],2022,black metal
Marduk,B09MFQP9N2,"Audio, Cassette,Audio CD,Vinyl",2,5,World Panzer Battle 1999,2022,black metal
Twilight Ophera,B0000240QH,"Audio CD,MP3 Music",2,5,Shadows Embrace the Dark,2000,black metal
Paysage D'Hiver,B086PT91ZL,Vinyl,2,5,Das Gletschertor / Das schwarze Metall-Eisen,2020,black metal
Equilibrium,B09CGH9MZX,Vinyl,2,5,Sagas (2021 reprints) [sandstone],2021,black metal
SATANIC WARMASTER,B07FSRB4NC,Audio CD,2,5,Revelation Of The Night,2018,black metal
BEHEMOTH,B07CXBXJ99,Vinyl,5,4.2,& The Forests Dream Eternally,2018,black metal
Kampfar,B09KN65JFQ,"Vinyl,MP3 Music,Audio CD",2,5,Kampfar,2021,black metal
SIGH,B09JK4SKN3,"Vinyl,MP3 Music",2,5,Imaginary Sonicscape,2021,black metal
Solstafir,B07TLPB9SM,Vinyl,2,5,Svartir Sandar Ltd. Ed transparent Red & Black mixed,2019,black metal
Limbonic Art,B07MK45DQS,Audio CD,2,5,1996-2002,2019,black metal
Behemoth,B07CXYN95D,Vinyl,2,5,Sventevith,2019,black metal
Nachtmystium,B0017LGP1O,"Audio CD,MP3 Music,Vinyl",2,5,Worldfall Ep,2008,black metal
Love Song,B000VG0JWC,Audio CD,2,5,Calvary Classics Vol. 1,", et al.",black metal
Satanic Warmaster,B00094Z2XW,Audio CD,2,5,Strength and Honour,2003,black metal
Mystic Circle,B00004WF14,"Audio CD,Vinyl",2,5,Great Beast,2001,black metal
Deinonychus,B0BHX75555,"Audio CD,MP3 Music",2,5,The Weeping Of A Thousand Years,2022,black metal
Apostasy,B0BHLBWMFX,"Vinyl,MP3 Music",2,5,Death Return,2022,black metal
Necrophobic,B0BG6JB23Y,"Audio CD,Vinyl",2,5,Spawned By Evil,2022,black metal
Sear Bliss,B0BFH5VKNC,"Vinyl,MP3 Music,Audio CD",2,5,Forsaken Symphony,2022,black metal
Leviathan,B09F1FSQGR,"Audio CD,Vinyl",2,5,Far Beyond The Light,2021,black metal
Bathory,B09BPZN3TS,Vinyl,2,5,Bathory,,black metal
BLUT AUS NORD,B09BGKJLLP,"Vinyl,Audio CD",2,5,Memoria Vetusta I: Fathers Of The Icy Age,2021,black metal
Nocturnal Breed,B0877B7ZYB,"Audio CD,Audio CD",5,4.2,Nocturnal Breed - Aggressor,,black metal
Inquinok,B07X3QJFT4,"Audio CD,MP3 Music",2,5,Immortal Dawn,2009,black metal
Sammath,B07W8LKTHM,"Vinyl,MP3 Music,Audio CD",2,5,Across The Rhine Is Only Death,2019,black metal
Spektr,B07TSZFT7D,"Vinyl,Audio CD",2,5,"Mescalyne (10"" LP)",,black metal
Manes,B07T3JD2T5,"Vinyl,MP3 Music,Audio CD",2,5,"Teeth, Toes And Other Trinkets (12"" Gatefold LP)",,black metal
Armagedda,B07PRZJ3QY,"Audio CD,MP3 Music",2,5,Echoes In Eternity,2019,black metal
Endstille,B07G21QKTQ,Audio CD,2,5,An Original Album Collection,2018,black metal
Profanatica,B077G2SW39,"Audio CD,Audio CD",2,5,The Enemy of Virtue,2008,black metal
Porta Nigra,B075XK9M1J,"Vinyl,Audio CD",2,5,Kaiserschnitt,,black metal
OFERMOD,B0725QHZ42,"Vinyl,MP3 Music,Audio CD",2,5,Sol Nox,2017,black metal
MHOENOS,B01FSVKFJ6,Audio CD,2,5,Miserere Nostri,2016,black metal
Ihsahn,B01EHA6C0A,Audio CD,2,5,Arkti,2016,black metal
Sear Bliss,B01B4HRIJS,"Vinyl,MP3 Music,Audio CD",2,5,Eternal Recurrence,2016,black metal
King Diamond,B017JTOR4O,,2,5,Tells the Tale of Abigail,2015,black metal
Violet Cold,B0106US8HK,"Audio CD,MP3 Music",2,5,Desperate Dreams,2015,black metal
Blaze of Perdition,B00WVR1NLK,"Audio CD,MP3 Music,Vinyl",2,5,Near Death Revelations,2015,black metal
Twilight Fauna,B00VMSIII0,MP3 Music,2,5,Twilight Fauna - Hymns of a Forgotten Homeland,2014,black metal
VARATHRON,B00NG4B7SQ,"Audio CD,MP3 Music,Vinyl",2,5,Untrodden Corridors of Hades,2014,black metal
Negură Bunget,B00L5V1P5M,"MP3 Music,Audio CD",2,5,Inarborat Kosmos (Green Vinyl),2014,black metal
Bal Sagoth,B00K39QJ9E,Audio CD,2,5,Apocryphal Tales,1993,black metal
Bitches Sin,B00DXFXW5O,Vinyl,2,5,12 Commandments in Metal,", et al.",black metal
Drowning the Light,B00D2XLYWU,"Audio CD,MP3 Music",2,5,The Serpents Reign,2008,black metal
Mercyful Fate,B00BGF7FKQ,Audio CD,2,5,The Live Oath,,black metal
SPEKTR,B00B1ME3FY,"Audio CD,MP3 Music",2,5,Cypher,2013,black metal
Destruction,B00777HR9G,"Audio CD,MP3 Music",2,5,Destruction - Day Of Reckoning,,black metal
Nokturnal Mortum,B0075ZHP74,,2,5,Weltanschauung / The Taste Of Victory,,black metal
Sodom,B006RO6HB4,"Vinyl,Audio CD,Vinyl",2,5,The Saw Is The Law,1991,black metal
THORNIUM,B005FKN2KK,"Audio CD,MP3 Music,Vinyl",2,5,Dominions of the Eclipse,2011,black metal
FOLKVANG,B0053G79Z0,"Audio CD,MP3 Music",2,5,Six Stories Without Keys,2011,black metal
Various Artists,B004H9GJDM,Audio DVD,2,5,The Videos: Tooth & Nail vs. Solid State,", et al.",black metal
Stuck Mojo,B003CCRIWQ,Audio CD,2,5,Priced To Sell - Identity,,black metal
Einherjer,B002IGTAXW,Audio CD,2,5,Aurora Borealis,1994,black metal
Abigor,B002HUST7C,"Audio CD,Audio CD",2,5,Orkblut - The Retaliation,,black metal
Mercyful Fate,B002E7W2I0,Audio CD,2,5,Mercyful Fate Live (House of Satan),,black metal
Necrophobic,B001I3V7QO,Audio CD,2,5,Covered in Blood [Tribute to Slayer],2002,black metal
Obtained Enslavement,B001GIUW4O,"Audio CD,MP3 Music",2,5,Soulblight,,black metal
BAPTISM,B001DKKU0Q,Audio CD,2,5,Grim Arts of Melancholy,,black metal
Graveland,B0019KLXAG,"Audio CD,MP3 Music",2,5,Creed of Iron,,black metal
Order From Chaos,B0018CCAAC,Audio CD,2,5,Stillbirth Machine,1992,black metal
Bestialized,B00181HCOC,Audio CD,2,5,Annihilating the Judeo Christian Generations,2008,black metal
URGEHAL,B0012GYXM2,"MP3 Music,Audio CD",2,5,Rise of the Monument (Picture Vinyl),,black metal
Various Artists,B000MW17P8,Audio CD,2,5,Under the Pagan Moon,", et al.",black metal
Cruachan,B000LXSNIC,Audio CD,2,5,Morrigan's Call,2007,black metal
Unexpect,B000LF62VA,"Audio CD,MP3 Music",2,5,We Invaders,2006,black metal
Mephistopheles,B000KD1EAC,"Audio CD,Audio CD,Vinyl",2,5,Death Unveiled,2003,black metal
Ancient Future,B000JWB6SO,"Audio CD,Audio CD",2,5,Svartalvheim,1994,black metal
Skyforger,B000ILDNDM,Audio CD,2,5,Kauja pie Saules,2001,black metal
Burzum,B000FNGV8C,Audio CD,2,5,Ragnarok (A New Beginning),,black metal
Artefact,B000FI90B2,Audio CD,2,5,Magic Spellcraft French,2006,black metal
Fates Warning,B000F4SDTG,Audio CD,2,5,A Tribute to Judas Priest: Legends of Metal,1996,black metal
Thyrane,B000EOUVOW,"Audio CD,MP3 Music",5,4.2,Hypnotic,,black metal
Helheim,B000ELVSIS,"Audio CD,MP3 Music,Vinyl",2,5,Av Norron Aett,,black metal
Hate,B000BL98Q0,Audio CD,2,5,Anaclasis A Haunting Gospel of Malice & Hatred,2010,black metal
Kekal,B000A790TU,"Audio CD,MP3 Music",2,5,Acidity,2005,black metal
,B0001ZWIWC,"Audio CD,MP3 Music",2,5,Compendium Infernus,,black metal
Sun O))),B0000BA45A,"Vinyl,Vinyl",2,5,Sunn O))) 00 Void 2xlp Vinyl,,black metal
Thyrfing,B000068QEG,"Vinyl,MP3 Music,Audio CD",2,5,Vansinnesvisor,2002,black metal
Zyklon,B00005HYXH,Audio CD,2,5,World of Worms,2001,black metal
Arthemesia,B00005B88Y,Audio CD,2,5,Devs - Iratvs,2018,black metal
Selfmindead,B00002847E,"Audio CD,MP3 Music",5,4.2,Selfmindead,,black metal
Dawn,B000024ZJF,Audio CD,2,5,Getting By on the Good Times,1998,black metal
Venom,B000024B2M,Audio CD,2,5,"Old, New, Borrowed...",1993,black metal
Thyrfing,B00000K28U,Audio CD,2,5,Hednaland,,black metal
RAGNAROK,6317772150,Vinyl,2,5,Ragnarok,2019,black metal
Windir,B08Z2J456H,Vinyl,6,4.1,Arntor Ltd. Ed,2021,black metal
Limbonic Art,B087S85HXW,"Vinyl,Audio CD",6,4.1,Epitome Of Illusions,2020,black metal
Forgotten Tomb,B07XCQT6GS,"Vinyl,MP3 Music,Audio CD",6,4.1,"We Owe You Nothing (12"" LP On Black Vinyl)",,black metal
Nailed to Obscurity,B07KLS28HW,"Audio CD,MP3 Music,Audio CD,Vinyl",11,3.9,Opaque,2019,black metal
Melechesh,B00F5BHMLE,"MP3 Music,Audio CD",10,3.9,Djinn,2001,black metal
Vlad Tepes,B00C813X6C,Audio CD,3,4.5,Morte Lune,,black metal
And Oceans,B000024YTQ,Audio CD,3,4.5,Dynamic Gallery,2010,black metal
Anorexia Nervosa,B000AOJAS4,"Audio CD,MP3 Music",7,4,September EP,2010,black metal
Antestor,B000BKP0FO,Audio CD,7,4,Forsaken,2005,black metal
Tyrant,B0BCSB1NVC,Audio CD,4,4.2,Running Hot,2022,black metal
ABIGOR,B07TKNGF45,"Audio CD,MP3 Music",8,3.9,Four Keys To A Foul Reich,2019,black metal
Goatlord,B000N2YSBW,"Audio CD,Audio CD",2,4.8,Goatlord,1992,black metal
Wolfchant,B08VV9SWPB,"Audio CD,MP3 Music,Vinyl",6,4,Omega: Bestia,2021,black metal
NOCTURNAL BREED,B07S3D93C4,"Audio CD,MP3 Music",12,3.8,We Only Came For The Violence,2019,black metal
Aborum,B09T39R64Z,"Vinyl,Audio CD",6,4,Kali Yuga Bizarre Ltd Ed,2022,black metal
Dam,B001LKLKSE,"Audio CD,MP3 Music",8,3.9,Markopoulos: The Liturgy of Orpheus on ancient Orphic poems,", et al.",black metal
Everton Blender,B0000071KV,Audio CD,2,4.8,Deepest Secrets Beneath,,black metal
Sear Bliss,B0BFDGJ5G6,"Vinyl,MP3 Music,Audio CD",4,4.2,Grand Destiny,2022,black metal
Sodom,B097HB8CXY,Audio CD,3,4.4,Genesis 19 SHM,2021,black metal
Alastis,B086L2V5QJ,"Vinyl,Audio CD",6,4,Unity,2020,black metal
Code,B07R4KGN25,"Vinyl,Audio CD",4,4.2,"Augur Nox (12"" Gatefold Double LP)",,black metal
Necrophobic,B07GRLHJ83,Vinyl,3,4.4,Call,2018,black metal
VLAD TEPES,B079Q296K6,Audio CD,2,4.8,March to the Black Holocaust,,black metal
The Meads of Asphodel,B01J2SEN7G,"Audio CD,MP3 Music",2,4.8,Exhuming the Grave of Yeshua,,black metal
Ruins,B003Y9KMBG,"Audio CD,MP3 Music",2,4.8,Cauldron,,black metal
Venom,B000G6THPC,"Audio CD,MP3 Music",4,4.2,The Waste Lands,1992,black metal
Embraced,B0000E1C2D,"Audio CD,Audio CD",6,4,Amorous Anathema,,black metal
Ancient,B0000257OC,Audio CD,2,4.8,Det Glemde Riket,2001,black metal
The Black Dahlia Murder,B09GX9QCKS,"Vinyl,Audio CD",11,3.8,Anthology The Story Of Metal Blade - Exclusive Cannibal Corpse Gwar & more Vinyl Box Set,,black metal
Drudkh,B07T4RYM9X,"Vinyl,MP3 Music,Audio CD",11,3.8,Songs of Grief and Solitude Ltd. transparent,2019,black metal
Vesperian Sorrow,B0841FDFLG,"Audio CD,MP3 Music",10,3.8,Stormwinds Of Ages,2020,black metal
Troll,B07V9WC6V6,"Vinyl,MP3 Music,Audio CD",2,4.7,"Troll (12"" LP On Purple Vinyl)",,black metal
SVARTTJERN,B00GNNF2TW,"Audio CD,MP3 Music",2,4.7,Ultimatum Necrophilia,2014,black metal
Azmodan,B00000JXM0,"Audio CD,MP3 Music",2,4.7,Of Angels & Demons,,black metal
Tiamat,B09NMH36NC,"Vinyl,Audio, Cassette",3,4.3,Skeleton Skeletron,2022,black metal
Bewitched,B08LNBHDYT,"Audio CD,MP3 Music,Vinyl",3,4.3,Rise Of The Antichrist,2020,black metal
Demoniac,B007X98S32,"Audio CD,MP3 Music,Vinyl",3,4.3,Prepare for War,2012,black metal
Ajattra,B001BZ98AQ,"Audio CD,MP3 Music,Audio CD",3,4.3,Kuolema,,black metal
Rotting Christ,B00004ZPDN,Audio CD,3,4.3,Der Perfekte Traum,,black metal
Darkthrone,B08XS1MQY7,Vinyl,5,4,Shadows Of Iconoclasm 4MC / 7 Hardback Book,2021,black metal
NECRODEATH,B07CBLSDN9,"Vinyl,MP3 Music,Audio CD",5,4,Age Of Dead Christ,2018,black metal
Antaeus,B01AEAZMDU,"MP3 Music,Audio CD",5,4,De Principii Evangelikum,,black metal
Judas Iscariot,B000N23MAU,"Audio CD,MP3 Music,Audio CD",5,4,Thy Dying Light,1996,black metal
Darkthrone Holy Darkthrone,B008B11RKM,"Audio CD,MP3 Music",9,3.8,Holy Darkthone,2017,black metal
Death SS,B08RL67XC8,"Vinyl,MP3 Music,Audio CD",4,4.1,Humanomalies Picture,2021,black metal
Various,B09FBHX9G2,"Audio CD,MP3 Music,Vinyl",14,3.7,Psychobilly Christmas,", et al.",black metal
Nightfall,B08NVMXWD8,"Vinyl,MP3 Music,Audio CD",6,3.9,Athenian Echoes + Eons Aura,2021,black metal
Bathory,B09MDPKR64,"Audio, Cassette,Audio CD",3,4.2,Jubileum Vol 3,2022,black metal
Cirith Gorgor,B086BDVMHT,"Audio CD,MP3 Music",3,4.2,Unveiling The Essence,2020,black metal
Sepultura,B00FY5YJOE,"Accessory,Audio CD,Vinyl",3,4.2,Morbid Visions,,black metal
Sepultura,B006M56G4Q,"Audio CD,Vinyl",3,4.2,Morbid Visions,1987,black metal
Grabak,B004U37WSQ,Audio CD,3,4.2,Sin,2011,black metal
At War,B00002060T,"Audio CD,MP3 Music,Audio CD,Vinyl",7,3.8,Retaliatory Strike,1999,black metal
Xasthur,B09KCJ5FFQ,Vinyl,2,4.5,Ominous Fates,2021,black metal
Vulcano,B09NH3VCRX,"Audio CD,MP3 Music,Vinyl",2,4.5,Stone Orange,2022,black metal
Ceremonial Castings,B08JLHQHCT,"Audio CD,MP3 Music",2,4.5,Salem 1692,2020,black metal
Shining,B07FT6DG35,"Audio CD,MP3 Music",10,3.7,Animal,2018,black metal
Moonspell,B000RRQR6W,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2,4.5,Under the Moonspell,1994,black metal
Ildjarn,B0BLCPP7RM,"Vinyl,MP3 Music,Audio CD",2,4.5,Strength and Anger Ltd. Ed. Clear in,2023,black metal
Bestial Mockery,B08JLQLP6H,"Audio CD,MP3 Music",2,4.5,Gospel Of The Insane,2020,black metal
Vreid,B08GVHQYV6,"Vinyl,MP3 Music,Audio CD",2,4.5,V,2020,black metal
Arvas,B07WTZ1GJJ,"Audio CD,MP3 Music",2,4.5,Equanimity,2019,black metal
Necromantia,B07T4X136W,"Vinyl,Audio CD",4,4,"IV: Malice (12"" Gatefold Black LP)",,black metal
Mutiilation,B017DZMZIO,"Audio CD,MP3 Music",2,4.5,Mutiilation: Hail Satanas We Are The Black Legions [EP],1994,black metal
Carpathian Forest,B00C9OGJO6,,2,4.5,Bloodlust And Perversion,,black metal
Oathean,B004DAWKVK,"Audio CD,MP3 Music",2,4.5,Fading Away Into the Grave of Nothingness,,black metal
Revenge,B001TP0DKM,"Vinyl,Audio CD",4,4,Pineapple Face,1990,black metal
Tiamat,B00122GR16,"Audio CD,MP3 Music",2,4.5,The Musical History of Tiamat,,black metal
Admonish,B000VE4HIG,"Audio CD,MP3 Music",2,4.5,Insnärjd EP,,black metal
Black Torment,B000UXA070,Audio CD,2,4.5,Satanic Holocaust,2008,black metal
Svartsyn,B000BND56M,"Audio CD,MP3 Music",2,4.5,Bloodline,2005,black metal
Sepultura,B00008O7D6,"Audio CD,Audio CD,Vinyl",2,4.5,Refuse/Resist,2007,black metal
Revenge,B00008ETAE,"Vinyl,Audio CD,Vinyl",2,4.5,Slave,1990,black metal
Anomalie,B077ZCV7RJ,"Audio CD,MP3 Music,Vinyl",4,3.9,Between The Light,,black metal
Samael,B0045U3AT4,"Audio CD,MP3 Music,Vinyl",5,3.8,Antigod,2010,black metal
Diaboli,B08B4Y5QKF,"Audio CD,Audio CD,Vinyl",2,4.3,Diaboli - Towards Damnation (Cd),,black metal
Diaboli,B07RY3B5BN,"Vinyl,Audio CD",2,4.3,"Mesmerized By Darkness (12"" LP)",,black metal
Himinbjorg,B00TOEN35W,"Audio CD,MP3 Music",2,4.3,Himinbjorg - Wyrd,2015,black metal
Vlad Tepes,B00170DZP4,Audio CD,3,4,Black Legions Spirits,,black metal
Armagedda,B087SD4ZVR,"Audio, Cassette,MP3 Music,Audio CD",3,4,Final War Approaching,2020,black metal
HORNED ALMIGHTY,B07ZW8N3R7,"Audio CD,MP3 Music",3,4,Fathom The Master's Grand Design,2020,black metal
Thulnar,B00R8N10UQ,Audio CD,3,4,Nightfall in Theros,2015,black metal
MARDUK,B096ZWLTNW,Audio CD,3,4,Strigzscara Warwolf Live 1993,2021,black metal
BOTANIST,B08H5G1T7Y,"Audio CD,MP3 Music,Vinyl",3,4,PHOTOSYNTHESIS フォトシンセシス track,2020,black metal
Wykked Wytch,B00005TSTA,"Audio CD,MP3 Music",3,4,Angelic Vengeance,2008,black metal
Abigor,B000050812,"Audio CD,MP3 Music",3,4,In Memory,2000,black metal
Samael,B00C4HA1EW,"Audio CD,Vinyl",17,3.5,Above,,black metal
...And Oceans,B0BKN5XH3K,"Audio CD,MP3 Music,Vinyl",1,5,"As in Gardens, so in Tombs",2023,black metal
Sepultura,B0BBY7KL1L,"Vinyl,MP3 Music,Audio CD",1,5,Dante XXI,2022,black metal
Marduk,B09MDPKR65,"Audio, Cassette,Vinyl",1,5,Strigzscara Warlof Live 1993,2022,black metal
Aurora Borealis,B0BD8YC78F,"Audio CD,MP3 Music",1,5,prophecy is the mold in which history is poured,2022,black metal
Sodom,B0BFWGF4HT,Audio CD,1,5,40 Years At War - The Greatest Hell Of Sodom Track,2022,black metal
Paysage d'Hiver,B004TEQ90S,"Audio CD,Vinyl",1,5,Schattengang,2019,black metal
Enslaved,B09HV5V2G1,"Vinyl,MP3 Music",4,3.8,Below The Lights Cinematic Tour 2020,2022,black metal
Maniac Butcher,B004EB53EE,"Audio CD,MP3 Music",1,5,Masakr,2010,black metal
Satyricon,B0B6RHZ46T,"Audio CD,MP3 Music,Vinyl",1,5,Satyricon & Munch,2023,black metal
Anaal Nathrakh,B097XB7VBF,"Vinyl,MP3 Music",1,5,"When Fire Rains Down from the Sky, Mankind Will Reap as It Has Sown",2021,black metal
Nargaroth,B0B97VVHXN,"Audio CD,MP3 Music",1,5,Unity Rasluka Part I 2004 + Rasluka Part II,2022,black metal
Destruction,B08F6JZ4ZK,Vinyl,1,5,Infernal Overkill Poster,2020,black metal
Venom,B07QBM4GLR,Audio CD,1,5,Demon (Demo 1980),,black metal
Bethlehem,B0B5NFP23Z,"Vinyl,MP3 Music,Audio CD",2,4.2,Mein Weg,2022,black metal
Bethlehem,B08WNPQ9WH,"Vinyl,MP3 Music,Audio CD",1,5,Insomnia,2022,black metal
Adam Nergal Darski,B09ZRN9QHP,Vinyl,1,5,Antichristian Phenomenon - Splatter, | ,black metal
Ancient,B09X3C5K5S,"Audio CD,MP3 Music,Vinyl",1,5,Eerily Howling Winds,2022,black metal
Xasthur,B09KCMKL43,"Vinyl,MP3 Music",1,5,A Gate Through Bloodstained Mirrors,2021,black metal
Slipknot,B0002HT4P8,Audio CD,1,5,Xtreme Rock,", et al.",black metal
Luna 13,B07FY1FJHD,"Audio CD,MP3 Music",1,5,G.O.A.T Witch,2018,black metal
Ragnarok,B005UOZXQM,Audio CD,1,5,Ragnarok/Ragnarok Live (2 on 1),,black metal
Gentle Faith,B004JVNJEK,Audio CD,1,5,Maranatha! Collection Volume 3 1974-1976,", et al.",black metal
