"artist","asin","media","review_count","star_rating","title","year","genre"
"Bastro","B000000INZ","Audio CD","8","5","Sing The Troubled Beast",1995,"thrash metal"
"Sacred Reich","B000000OB9","Audio CD,MP3 Music,Vinyl,Audio, Cassette","125","4.8","Ignorance",1995,"thrash metal"
"Sacred Reich","B000000OBB","Audio CD,MP3 Music,Vinyl,Audio, Cassette","210","4.8","Surf Nicaragua",1996,"thrash metal"
"Sacred Reich","B000000OC8","Audio CD,MP3 Music,Audio, Cassette","54","4.8","Independent",1995,"thrash metal"
"Death Angel","B000000OZH","Audio CD,MP3 Music,Vinyl,Audio, Cassette","400","4.6","Act III",1996,"thrash metal"
"Christian Death","B000000P5E","Audio CD,Audio, Cassette","5","5","Iconologia",1993,"thrash metal"
"Naked City","B0000010M7","Audio CD,Vinyl,Audio, Cassette","11","4","Torture Garden",1993,"thrash metal"
"Brutal Truth","B00000112V","Audio CD,Audio, Cassette","13","4.9","Kill Trend Suicide",1996,"thrash metal"
"Brutal Truth","B000001138","Audio CD,Vinyl","17","4.7","Sounds of the Animal Kingdom",1997,"thrash metal"
"Accused","B0000015CK","Audio CD,MP3 Music,Vinyl,Audio, Cassette","12","4.8","Grinning Like An Undertaker",1990,"thrash metal"
"Accused","B0000015CO","Audio CD,Vinyl,Audio, Cassette","4","4.8","Straight Razor",1991,"thrash metal"
"D.R.I.","B0000017C6","Audio CD,MP3 Music,Vinyl,Audio, Cassette","88","4.9","Definition",2005,"thrash metal"
"D.R.I.","B0000017CC","Audio CD,MP3 Music","14","4.9","Live: D.R.I.",2005,"thrash metal"
"D.R.I.","B0000017CG","Audio CD,MP3 Music","71","4.7","Full Speed Ahead",2005,"thrash metal"
"Gwar","B000001C5U","Audio CD,MP3 Music,Audio, Cassette","50","4.7","Hell-O",1992,"thrash metal"
"Slayer","B000001C6K","Audio CD,Vinyl,Audio, Cassette","677","4.8","Hell Awaits",1994,"thrash metal"
"Slayer","B000001C6O","Audio CD,MP3 Music,Vinyl,Audio, Cassette","259","4.8","Live Undead",1994,"thrash metal"
"Slayer","B000001C6Q","Audio CD,MP3 Music,Vinyl,Audio, Cassette","474","4.7","HAUNTING THE CHAPEL",1994,"thrash metal"
"Sloppy Seconds","B000001C6U","Audio CD,MP3 Music,Vinyl","30","4.9","Destroyed",1994,"thrash metal"
"Metal Massacre (Series)","B000001C73","Audio CD,Audio CD","8","4.2","VOL.5",1994,"thrash metal"
"Voivod","B000001C7A","Audio CD,MP3 Music,Vinyl","50","4.7","War and Pain",1994,"thrash metal"
"Flotsam & Jetsam","B000001C86","Audio CD,MP3 Music,Vinyl,Audio, Cassette","239","4.7","Doomsday for the Deceiver",1994,"thrash metal"
"C.O.C","B000001C88","Audio CD,MP3 Music,Vinyl","107","4.7","Animosity",1994,"thrash metal"
"Sacred Reich","B000001C92","Audio CD,MP3 Music,Audio, Cassette","27","4.7","Heal",1996,"thrash metal"
"Metalmeister","B000001C9C","Audio CD","5","4.6","Metalmeister",1996,"thrash metal"
"Gwar","B000001C9P","Audio CD,MP3 Music,Vinyl","113","4.6","Carnival Of Chaos",1997,"thrash metal"
"Flotsam & Jetsam","B000001C9R","Audio CD,MP3 Music,Audio, Cassette","30","4.5","High",1997,"thrash metal"
"Various Artists","B000001C9Z","Audio CD","7","4.5","15th Anniversary Album Metal Blade",1997,"thrash metal"
"Sacred Reich","B000001CAB","Audio CD,MP3 Music","8","4.7","Still Ignorant Live",1997,"thrash metal"
"Napalm Death","B000001DCY","Audio CD","4","4.9","Burial at Sea",1992,"thrash metal"
"Anthrax","B000001E2W","Audio CD,Audio CD","40","4.2","Live: Island Years",1994,"thrash metal"
"Anthrax","B000001FFR","Audio CD,MP3 Music,Vinyl,Audio, Cassette","563","4.7","Spreading The Disease",1990,"thrash metal"
"Anthrax","B000001FSU","Audio CD,Vinyl,Audio, Cassette","377","4.7","State Of Euphoria",1990,"thrash metal"
"Anthrax","B000001FTD","Audio CD,Audio CD","995","4.7","Among The Living",1990,"thrash metal"
"Anthrax","B000001FYN","Audio CD,MP3 Music,Vinyl,Audio, Cassette","533","4.8","Persistence Of Time",1990,"thrash metal"
"Bathory","B000001H3C","Audio CD,MP3 Music,Vinyl,Audio, Cassette","87","4.7","Blood on Ice",1996,"thrash metal"
"Bathory","B000001H3G","Audio CD,MP3 Music,Vinyl,Audio, Cassette","181","4.7","Hammerheart",1995,"thrash metal"
"Bathory","B000001H3Q","Audio CD,Vinyl,Audio, Cassette","34","4.5","Octagon",1995,"thrash metal"
"Christian Death","B000001JO0","Audio CD,MP3 Music,Vinyl","20","4.8","Path of Sorrows",1993,"thrash metal"
"Christian Death","B000001JQ2","Audio CD,MP3 Music,Vinyl,Audio, Cassette","20","4.6","The Rage of Angels",1994,"thrash metal"
"Christian Death","B000001JQ4","Audio CD,MP3 Music","3","4.8","Tales of Innocense Continued Anthology",1993,"thrash metal"
"Motörhead","B000001JQN","Audio CD,Vinyl","18","4.6","Iron Fist / Hordes From Hell",1994,"thrash metal"
"Christian Death","B000001JT6","Audio CD,MP3 Music","9","4.9","Death Mix",1996,"thrash metal"
"Christian Death","B000001JV6","Audio CD,MP3 Music","10","4.2","Prophecies",1996,"thrash metal"
"G.B.H.","B000001MB3","Audio CD","5","4.6","Leather Bristles",1995,"thrash metal"
"G.B.H.","B000001MB7","Audio CD,Vinyl","22","4.6","No Survivors",1995,"thrash metal"
"Pro-Pain","B000001ORB","Audio CD,MP3 Music,Vinyl","91","4.7","Foul Taste of Freedom",1992,"thrash metal"
"Pro-Pain","B000001ORE","Audio CD,MP3 Music,Vinyl,Audio, Cassette","88","4.7","The Truth Hurts",1994,"thrash metal"
"Pro-Pain","B000001ORU","Audio CD","23","4.5","Contents Under Pressure",1996,"thrash metal"
"Christian Death","B0000021OD","Audio, Cassette,MP3 Music,Audio CD,Vinyl","58","4.8","Ashes",1992,"thrash metal"
"Suicidal Tendencies","B000002871","MiniDisc,MP3 Music,Audio CD,Vinyl,Audio, Cassette","219","4.7","THE ART OF REBELLION",1994,"thrash metal"
"Corrosion Of Conformity","B000002AOJ","Audio CD,MP3 Music,Vinyl,Audio, Cassette","625","4.8","Deliverance",1994,"thrash metal"
"Biohazard","B000002AQT","Audio CD,MP3 Music,Vinyl,Audio, Cassette","354","4.7","Nativity In Black: A Tribute To Black Sabbath",1994,"thrash metal"
"Suicidal Tendencies","B000002BWZ","Audio CD,MP3 Music","111","4.8","Prime Cuts",1997,"thrash metal"
"Metallica","B000002H2I","Audio, Cassette,MP3 Music,Audio CD,Vinyl","7502","4.8","Ride the Lightning",1990,"thrash metal"
"Metallica","B000002H34","Audio, Cassette,MP3 Music,Audio CD,Vinyl","7714","4.8","Master of Puppets",1990,"thrash metal"
"Metal Church","B000002H3J","Audio CD,MP3 Music,Vinyl,Audio, Cassette","424","4.8","Metal Church",1990,"thrash metal"
"Metal Church","B000002H3T","Audio CD,MP3 Music,Vinyl,Audio, Cassette","296","4.7","The Dark",1990,"thrash metal"
"Metallica","B000002H5E","Audio CD,Audio CD","5047","4.8","Kill Em All",1995,"thrash metal"
"Flotsam & Jetsam","B000002H5M","Audio CD,MP3 Music,Vinyl,Audio, Cassette","164","4.5","No Place for Disgrace",1990,"thrash metal"
"Metallica","B000002H6C","Audio CD,Audio CD","3163","4.8","...And Justice For All",1988,"thrash metal"
"Metal Church","B000002H6H","Audio CD,MP3 Music,Vinyl,Audio, Cassette","278","4.7","Blessing In Disguise",1990,"thrash metal"
"Metallica","B000002H98","Audio Cassette,Paperback","134","4.8","Metallica",1991,"thrash metal"
"Anthrax","B000002HC3","Audio CD,MP3 Music,Vinyl,Audio, Cassette","531","4.7","Sound of White Noise",1993,"thrash metal"
"Pantera","B000002HLY","Audio CD,MP3 Music,Vinyl,Audio, Cassette","938","4.8","The Great Southern Trendkill",1996,"thrash metal"
"Metallica","B000002HMH","Audio CD,MP3 Music,Vinyl,Audio, Cassette","2390","4.7","Load",1996,"thrash metal"
"Pantera","B000002HQ7","Audio CD,MP3 Music,Vinyl,Audio, Cassette","621","4.8","Official Live: 101 Proof",1997,"thrash metal"
"Metallica","B000002HRF","Audio, Cassette,MP3 Music,Audio CD,Vinyl","2225","4.8","Re-Load",1997,"thrash metal"
"Metallica","B000002HU2","Audio CD","9","4.8","King Nothing / Ain't My Bitch",1997,"thrash metal"
"Metallica","B000002HUJ","Audio CD,Vinyl","27","4.5","Hero of the Day",1996,"thrash metal"
"Anthrax","B000002I0L","Audio CD,Vinyl","6","4.6","Black Lodge",1993,"thrash metal"
"Over Kill","B000002IKP","Audio CD,MP3 Music,Vinyl,Audio, Cassette","250","4.3","Taking Over",1990,"thrash metal"
"Testament","B000002IKR","Audio CD,MP3 Music,Vinyl,Audio, Cassette","456","4.8","The Legacy",1990,"thrash metal"
"Testament","B000002IMG","Audio CD,MP3 Music,Vinyl,Audio, Cassette","424","4.8","The New Order",1990,"thrash metal"
"Over Kill","B000002IMK","Audio CD,MP3 Music,Vinyl,Audio, Cassette","320","4.7","Under The Influence",2003,"thrash metal"
"Testament","B000002IOJ","Audio CD,MP3 Music,Audio, Cassette","398","4.8","Practice What You Preach",1989,"thrash metal"
"Over Kill","B000002IOY","Audio CD,MP3 Music,Vinyl,Audio, Cassette","464","4.8","The Years of Decay",1989,"thrash metal"
"Testament","B000002IPZ","Audio CD,MP3 Music,Vinyl,Audio, Cassette","441","4.7","Souls of Black",1990,"thrash metal"
"Over Kill","B000002IRL","Audio CD,MP3 Music,Vinyl,Audio, Cassette","400","4.7","Horrorscope",2003,"thrash metal"
"Testament","B000002ITM","Audio CD,MP3 Music,Vinyl,Audio, Cassette","333","4.7","Ritual",1992,"thrash metal"
"Over Kill","B000002IV8","Audio CD,MP3 Music,Vinyl,Audio, Cassette","180","4.7","I Hear Black",1993,"thrash metal"
"Testament","B000002IVH","Audio CD,MP3 Music,Audio, Cassette","47","4","Return To The Apocalyptic City ep",1993,"thrash metal"
"Over Kill","B000002IZZ","Audio CD,MP3 Music,Vinyl,Audio, Cassette","104","4.7","Wfo",1994,"thrash metal"
"Testament","B000002J0G","Audio CD,MP3 Music,Vinyl,Audio, Cassette","386","4.8","Low",1994,"thrash metal"
"Pantera","B000002JNJ","Audio CD,MP3 Music,Vinyl,Audio, Cassette","1349","4.7","Cowboys from Hell",1990,"thrash metal"
"Pantera","B000002JOH","Audio CD,MP3 Music,Vinyl,Audio, Cassette","1874","4.8","Vulgar Display of Power",1992,"thrash metal"
"Pantera","B000002JR8","Audio CD,MP3 Music,Vinyl,Audio, Cassette","972","4.8","Far Beyond Driven",1994,"thrash metal"
"Morbid Angel","B000002L1F","Audio CD,MP3 Music,Vinyl","389","4.7","Covenant",1993,"thrash metal"
"Flotsam & Jetsam","B000002OVG","Audio CD,Audio, Cassette","42","4.6","Drift",1995,"thrash metal"
"Helloween","B000002WCJ","Audio CD,MP3 Music,Vinyl,Audio, Cassette","594","4.8","Keeper Of The Seven Keys Part 2",1988,"thrash metal"
"D.R.I.","B000003BH5","Audio CD","64","4.7","Thrashzone",1993,"thrash metal"
"Death Angel","B000003BHR","Audio CD,MP3 Music,Vinyl,Audio, Cassette","95","4.7","Ultra Violence",1993,"thrash metal"
"Napalm Death","B000003BVY","Audio CD,MP3 Music,Audio, Cassette","39","4.7","Death By Manipulation",1991,"thrash metal"
"Death","B000003BWE","Audio CD","25","4.6","Fate - Best of",1992,"thrash metal"
"Exodus","B000003C2Q","Audio CD,MP3 Music,Vinyl,Audio, Cassette","647","4.7","Fabulous Disaster",1989,"thrash metal"
"Death","B000003C2S","Audio CD,MP3 Music,Vinyl","1035","4.9","Spiritual Healing",1990,"thrash metal"
"Death","B000003C2U","Audio CD,MP3 Music,Vinyl,Audio, Cassette","969","4.9","Human",1991,"thrash metal"
"Exodus","B000003C4K","Audio CD,MP3 Music,Vinyl,Audio, Cassette","714","4.7","Bonded By Blood",1986,"thrash metal"
"Death","B000003C4X","Audio CD,MP3 Music,Vinyl,Audio, Cassette","1054","4.9","Scream Bloody Gore",1991,"thrash metal"
"Accused","B000003C54","Audio, Cassette,MP3 Music,Audio CD","22","4.8","Return of Martha Splatterhead",1990,"thrash metal"
"Nuclear Assault","B000003C55","Audio CD","23","4.4","Plague & Game Over",1991,"thrash metal"
"Accused","B000003C5A","Audio CD,Vinyl","37","4.8","Martha Splatterhead's Maddest Stories Ever Told",1991,"thrash metal"
"Death","B000003C5C","Audio CD,MP3 Music,Vinyl,Audio, Cassette","1087","4.9","Leprosy",1991,"thrash metal"
"Overdose","B000003H2M","Audio CD,MP3 Music","3","5","Progress of Decadence",1994,"thrash metal"
"Leeway","B000003H2P","Audio CD,MP3 Music","12","4.6","Open Mouth Kiss",1995,"thrash metal"
"Pro-Pain","B000003H3O","Audio CD,Audio CD","25","4.9","Pro-Pain",1998,"thrash metal"
"Testament","B000003H3Q","Audio CD,Audio, Cassette","31","4.4","Signs of Chaos: The Best of Testament",1997,"thrash metal"
"Adrenalin O.D.","B000003JFM","Audio CD,Audio CD","6","5","Sittin Pretty",1996,"thrash metal"
"Anthrax","B000003T8M","Audio CD,MP3 Music,Vinyl,Audio, Cassette","553","4.7","FISTFUL OF METAL",2005,"thrash metal"
"Anthrax","B000003T8O","Audio CD,MP3 Music,Audio CD,Vinyl,Audio, Cassette","96","4.7","ARMED & DANGEROUS",2005,"thrash metal"
"M.O.D.","B000003T8S","Audio CD,MP3 Music,Vinyl,Audio, Cassette","268","4.8","U.S.A. For M.O.D.",2005,"thrash metal"
"M.O.D.","B000003T8U","Audio CD,MP3 Music,Vinyl,Audio, Cassette","63","4.6","SURFIN' MOD",2005,"thrash metal"
"M.O.D.","B000003T8W","Audio CD,MP3 Music,Vinyl,Audio, Cassette","107","4.7","GROSS MISCONDUCT",2005,"thrash metal"
"Stormtroopers of Death (S.O.D.)","B000003T90","Audio CD,MP3 Music,Audio, Cassette","34","4.8","LIVE AT BUDOKAN",2005,"thrash metal"
"M.O.D.","B000003T92","Audio CD,MP3 Music","21","4","Rhythm Of Fear",2005,"thrash metal"
"M.O.D.","B000003T95","Audio CD","15","4.8","LOVED BY 1000'S",1995,"thrash metal"
"Raven","B000003T98","Audio CD,MP3 Music,Vinyl,Audio, Cassette","55","4.4","LIVE AT THE INFERNO",2005,"thrash metal"
"Over Kill","B000003T9B","Audio CD,MP3 Music,Vinyl,Audio, Cassette","311","4.7","FEEL THE FIRE",2005,"thrash metal"
"Bride","B000003TLN","Audio CD,MP3 Music,Audio, Cassette","15","5","The Jesus Experience",1997,"thrash metal"
"John Zorn","B000003YUK","Audio CD","48","4.7","Black Box Torture Garden / Leng Tch'e",1997,"thrash metal"
"Motörhead","B0000040L8","Audio CD","12","4.4","Welcome to the Bear Trap",1991,"thrash metal"
"Bathory","B0000048CP","Audio CD,MP3 Music,Vinyl,Audio, Cassette","331","4.5","Blood Fire Death",1994,"thrash metal"
"Venom","B0000048CQ","Audio CD,MP3 Music,Vinyl,Audio, Cassette","100","4.8","Prime Evil",1994,"thrash metal"
"Napalm Death","B00000582D","Audio CD,MP3 Music,Vinyl,Audio, Cassette","264","4.8","Scum",1995,"thrash metal"
"Anal Cunt","B00000583W","Audio CD","13","4.3","Everyone Should Be Killed",1994,"thrash metal"
"Brutal Truth","B00000583Z","Audio CD,MP3 Music,Vinyl,Audio, Cassette","39","4.8","Need to Control",1994,"thrash metal"
"A.C.","B000005849","Audio CD","9","4.8","Top 40 Hits",1995,"thrash metal"
"Misery Loves Co.","B00000584B","Audio CD,MP3 Music,Vinyl,Audio, Cassette","4","5","Misery Loves Company",1995,"thrash metal"
"Napalm Death","B00000584G","Audio CD,Audio, Cassette","32","4.8","Diatribes",1996,"thrash metal"
"Napalm Death","B00000584K","Audio CD,MP3 Music,Vinyl","6","4.4","Greed Killing",1995,"thrash metal"
"Anal Cunt","B00000584O","Audio Cassette,Audio CD","40","3.9","40 More Reasons to Hate Us",1996,"thrash metal"
"Morbid Angel","B000005855","Audio CD","35","4.7","Entangled in Chaos",2008,"thrash metal"
"Napalm Death","B000005856","Audio CD,MP3 Music,Audio CD,Vinyl","5","4.4","In Tongues We Speak",1997,"thrash metal"
"Anal Cunt","B000005857","Audio CD","44","4.5","I Like It When You Die",1997,"thrash metal"
"Napalm Death","B000005858","Audio CD,MP3 Music,Audio, Cassette","31","4.5","Inside the Torn Apart",1997,"thrash metal"
"Napalm Death","B00000585I","Audio CD,MP3 Music","5","4.4","Breed to Breathe",1997,"thrash metal"
"Motörhead","B00000593I","Audio CD","4","5","Protect the Innocent",1998,"thrash metal"
"Va-This Is Boston Not L.a","B000005AAM","Audio CD","27","4.9","This Is Boston Not La",1995,"thrash metal"
"Motörhead","B000005D3U","Audio CD","3","4.8","Archive",1997,"thrash metal"
"Motörhead","B000005EJA","Audio CD","6","4.5","King Biscuit Flower Hour Presents Motorhead",1997,"thrash metal"
"Morgoth","B000005HLJ","Audio CD,MP3 Music,Vinyl","27","4.6","Odium",1993,"thrash metal"
"Cro-Mags","B000005HLK","Audio CD,MP3 Music,Vinyl,Audio, Cassette","30","4.3","Near Death Experience",2009,"thrash metal"
"Cre8or","B000005HMN","Audio CD","9","4.2","Tribute to Judas Priest: Legends Of Metal",1997,"thrash metal"
"Morgoth","B000005HMR","Audio CD,MP3 Music,Vinyl","14","4.8","Feel Sorry for the Fanatic",2014,"thrash metal"
"Iced Earth","B000005HN1","Audio CD,MP3 Music,Vinyl","287","4.7","The Dark Saga",2012,"thrash metal"
"Iced Earth","B000005HNO","Audio CD,MP3 Music,Vinyl","79","4.6","Days Of Purgatory",2012,"thrash metal"
"Skinlab","B000005HNT","Audio CD,Audio CD","19","4.6","Bound Gagged & Blindfolded",1997,"thrash metal"
"John Zorn","B000005J08","Audio CD,Vinyl","122","4.7","Naked City",1992,"thrash metal"
"Over Kill","B000005RKZ","Audio CD,MP3 Music,Vinyl","76","4.8","From the Underground & Below",1997,"thrash metal"
"Megadeth","B000005RMA","Audio CD","9","4.9","Live Trax",1998,"thrash metal"
"Sodom","B000005RMX","Audio CD,MP3 Music","35","4.4","Ten Black Years: Best of",1998,"thrash metal"
"G.B.H.","B000005RNI","Audio CD","4","4.7","Celebrity Live Style",1997,"thrash metal"
"Sepultura","B000005RO1","Audio CD","25","4.4","Roots of Sepultura",1999,"thrash metal"
"Motörhead","B000005RQ2","Audio CD,MP3 Music,Vinyl,Audio, Cassette","420","4.7","Motörhead On Parole",2000,"thrash metal"
"Metallica","B000005RUG","Audio CD","85","4.5","Metallica",2003,"thrash metal"
"Metallica","B000005RZC","Audio CD,Vinyl","30","4.6","Memory Remains, Pt. 2",2013,"thrash metal"
"Metallica","B000005RZY","Audio CD","17","4.4","Mama Said Pt 1 / Whiplash / King Nothing",1998,"thrash metal"
"Luzbel","B000005TOG","Audio Cassette,MP3 Music","5","5","Metal Caido Del Cielo",1994,"thrash metal"
"Voivod","B000005VHE","Audio, Cassette,MP3 Music,Audio CD","9","4.7","Best of: Voivod",1993,"thrash metal"
"Autopsy","B000005VHF","Audio CD","7","4.8","Severed Survival / Retribution for the Dead",1994,"thrash metal"
"Cro-Mags","B000005VQY","Audio CD,MP3 Music","41","4.4","Age of Quarrel / Best Wishes",1994,"thrash metal"
"Leeway","B000005VRJ","Audio CD,MP3 Music","19","4.8","Born to Expire / Desperate Measures",1996,"thrash metal"
"Murphy's Law","B000005VRM","Audio, Cassette,MP3 Music,Audio CD,Vinyl","21","4.9","Dedicated",1996,"thrash metal"
"Primal Fear","B000005ZDM","Audio CD,MP3 Music,Vinyl","79","4.7","Primal Fear",1998,"thrash metal"
"Anal Cunt","B00000607H","Audio CD,MP3 Music,Audio CD,Vinyl","18","4.7","Morbid Florist",2005,"thrash metal"
"Mercyful Fate","B000006100","Audio CD,MP3 Music,Vinyl","229","4.8","Time",1998,"thrash metal"
"Motörhead","B00000619V","Audio CD","4","4.7","Motorhead The Singles Collection",1998,"thrash metal"
"Vader","B0000061YY","Audio CD,MP3 Music","16","4.8","Black to the Blind",1998,"thrash metal"
"Fuel","B0000062H0","Audio CD,MP3 Music,Vinyl,Audio, Cassette","151","4.6","Sunburn",1998,"thrash metal"
"Metallica","B0000062QY","Audio CD","21","4.4","Unforgiven 2 / Thing That Should Not Be",1998,"thrash metal"
"Pro-Pain","B0000064ZE","Audio CD","30","4.5","Best of: Pro-Pain",1998,"thrash metal"
"Coalesce","B000006CBU","Audio CD","8","4.4","Give Them Rope She Said 2.0",2004,"thrash metal"
"Anthrax","B000006H75","Audio CD","5","4.8","Moshers 1986-1991",1998,"thrash metal"
"Destruction","B000006H7W","Audio CD","76","4.5","Sentence of Death / Infernal Overkill",2000,"thrash metal"
"Helloween","B000006JQ6","Audio CD","35","4.3","High Live",1996,"thrash metal"
"Exciter","B000006MBG","Audio CD,Vinyl","13","4.2","Exciter",1995,"thrash metal"
"Over Kill","B000006MFV","Audio CD,MP3 Music","33","4.6","Wrecking Your Neck: Live",1998,"thrash metal"
"Over Kill","B000006MFX","Audio CD,MP3 Music","51","4.4","Killing Kind",1998,"thrash metal"
"Venom","B000006N16","Audio CD,MP3 Music,Vinyl","34","4.6","Cast in Stone",1998,"thrash metal"
"Bathory","B000006SRS","Audio CD,MP3 Music,Vinyl,Audio, Cassette","214","4.8","Bathory",1994,"thrash metal"
"Kreator","B000006TS2","Audio CD,MP3 Music","112","4.5","Outcast",2009,"thrash metal"
"Christian Death","B000006XL0","Audio CD,MP3 Music,Vinyl,Audio, Cassette","359","4.8","Only Theatre of Pain",2001,"thrash metal"
"Cronos","B000006XVU","Audio CD","4","5","Venom",1996,"thrash metal"
"Destruction","B000006Y6D","Audio CD","25","4.3","Best of Destruction",1995,"thrash metal"
"Destruction","B000006Y6H","Audio CD","62","4.5","Destruction: Mad Butcher+Eternal Devastation 2 Albums",2006,"thrash metal"
"Bathory","B000006Z9L","Audio CD,MP3 Music,Vinyl,Audio, Cassette","25","4.6","Jubileum, Vol. 1",1994,"thrash metal"
"Bathory","B000006Z9M","Audio CD,MP3 Music","15","4.7","Jubileum, Vol. 2",1994,"thrash metal"
"Bathory","B000006Z9O","Audio CD,MP3 Music,Vinyl,Audio, Cassette","52","4.4","Requiem",2015,"thrash metal"
"Bathory","B000006Z9P","Audio CD,MP3 Music,Vinyl","105","4.8","The Return of the Darkness",2015,"thrash metal"
"Pantera","B0000070A8","Audio CD","4","5","Nosatsu Live",1995,"thrash metal"
"Helloween","B0000070UA","Audio CD,Vinyl,Audio, Cassette","271","4.6","Chameleon",1996,"thrash metal"
"Helloween","B0000070UE","Audio CD","4","4.7","Future World 3 Tracks",1996,"thrash metal"
"Helloween","B0000070UI","Audio CD","34","4.6","Keeper of Seven Keys I & II",1994,"thrash metal"
"Helloween","B0000070US","Audio CD,Vinyl","3","5","Sole Survivor",1995,"thrash metal"
"Helloween","B0000070UT","Audio CD","4","4.7","Step Out of Hell",1993,"thrash metal"
"Kreator","B0000071G1","Audio CD","8","4.8","Out of the Dark",2009,"thrash metal"
"Metallica","B00000724X","Audio CD,Vinyl,Audio, Cassette","47","4.4","One",1999,"thrash metal"
"Metallica","B000007252","Audio CD,Vinyl,Audio, Cassette","20","4.3","Until It Sleeps",1998,"thrash metal"
"Morbid Angel","B0000072BE","Audio CD,MP3 Music,Vinyl","56","4.6","Abominations",2008,"thrash metal"
"Motörhead","B0000072DT","Audio CD,MP3 Music,Vinyl,Audio, Cassette","484","4.8","Overnight Sensation",2010,"thrash metal"
"Pantera","B0000072RP","Audio CD","3","5","Biomechanical",1992,"thrash metal"
"Skyclad","B0000073UZ","Audio CD,MP3 Music,Vinyl","21","4.8","Silent Whales of the Lunar Sea",1995,"thrash metal"
"Sodom","B0000073XZ","Audio CD,MP3 Music,Vinyl","205","4.8","Agent Orange",1999,"thrash metal"
