"artist","asin","media","review_count","star_rating","title","year","genre"
"Deep Purple","B000001DWZ","Audio CD,MP3 Music,Audio, Cassette","18","4.7","Knocking at Your Back Door: Best of 80's",1992,"british metal"
"Def Leppard","B000001EHS","Audio CD,Vinyl,Audio, Cassette","2368","4.8","Vault: Def Leppard Greatest Hits",1995,"british metal"
"Def Leppard","B000001EMN","Audio CD,MP3 Music,Vinyl,Audio, Cassette","424","4.6","Slang",1996,"british metal"
"Uriah Heep","B000001F43","Audio CD,Vinyl,Audio, Cassette","209","4.6","Demons & Wizards",1990,"british metal"
"Thin Lizzy","B000001F6Q","Audio CD,MP3 Music,Vinyl","235","4.6","Shades of a Blue Orphanage",1990,"british metal"
"Thin Lizzy","B000001F75","Audio CD,MP3 Music,Vinyl","452","4.6","Vagabonds of the Western World",1991,"british metal"
"Uriah Heep","B000001F7H","Audio CD,Vinyl,Audio, Cassette","37","4.3","The Best of Uriah Heep",1989,"british metal"
"Def Leppard","B000001F7R","Audio CD,MP3 Music,Vinyl,Audio, Cassette","1206","4.7","On Through The Night",1990,"british metal"
"Thin Lizzy","B000001F9E","Audio CD,MP3 Music,Vinyl,Audio, Cassette","1161","4.8","Jailbreak",1990,"british metal"
"Uriah Heep","B000001F9K","Audio CD,MP3 Music,Vinyl,Audio, Cassette","271","4.6","Live: Uriah Heep",1989,"british metal"
"Uriah Heep","B000001FOA","Audio CD,Vinyl,Audio, Cassette","31","4.7","Uriah Heep",1990,"british metal"
"Deep Purple","B000001FP0","Audio CD,MP3 Music,Vinyl,Audio, Cassette","68","4.6","Nobodys Perfect",2012,"british metal"
"Thin Lizzy","B000001FQ4","Audio CD,MP3 Music,Vinyl,Audio, Cassette","315","4.7","Nightlife",1990,"british metal"
"Thin Lizzy","B000001FTA","Audio CD,MP3 Music,Vinyl,Audio, Cassette","571","4.7","Bad Reputation",1990,"british metal"
"Thin Lizzy","B000001G0L","Audio CD,MP3 Music,Vinyl,Audio, Cassette","199","4.6","Dedication: The Very Best Of Thin Lizzy",1991,"british metal"
"Motörhead","B000001JQN","Audio CD,Vinyl","18","4.6","Iron Fist / Hordes From Hell",1994,"british metal"
"Black Sabbath","B000001LCM","Audio CD,Audio CD","19","4.2","Black Sabbath - Greatest Hits Griffin",1993,"british metal"
"Thin Lizzy","B000001LGH","Audio CD","9","4.6","BBC Radio 1 Live",1994,"british metal"
"UFO","B000001LGP","Audio CD","9","4.5","BBC Radio 1 Live",1995,"british metal"
"UFO","B000001LGX","Audio CD,MP3 Music","3","3.8","Heaven's Gate",1995,"british metal"
"Rocktastic!","B000001LH6","Audio CD,Audio CD","4","4.4","Rocktastic",1994,"british metal"
"Ian Gillan","B000001LJ5","Audio CD","2","4","Best of",1995,"british metal"
"UFO","B000001LJX","Audio CD","5","4.9","Parker's Birthday",1996,"british metal"
"UFO","B000001LL2","Audio CD","16","4","Lights Out In Tokyo: Live",1993,"british metal"
"UFO","B000001LL5","Audio CD","27","4.6","High Stakes & Dangerous Men",1993,"british metal"
"Various Artists","B000001NYR","Audio CD","8","4.3","18 Headbangers From the 80's",1995,"british metal"
"12","B000001O0I","Audio Cassette,Audio CD","3","5","Vol. 1-18 Rock Hard Hits",1998,"british metal"
"Samson","B000001ODP","Audio CD","2","3.5","Nineteen Ninety Three",1996,"british metal"
"Saxon","B000001YAJ","Audio CD","89","4.7","Unleash the Beast",1997,"british metal"
"Judas Priest","B000001YAN","Audio CD,Audio, Cassette","250","4.4","Jugulator",1997,"british metal"
"Judas Priest","B0000025CP","Audio CD,MP3 Music,Vinyl,Audio, Cassette","1406","4.8","Stained Class",1986,"british metal"
"Judas Priest","B0000025F0","Audio CD,MP3 Music,Vinyl,Audio, Cassette","738","4.8","Hell Bent For Leather",1986,"british metal"
"Judas Priest","B0000025H4","Audio CD,MP3 Music,Vinyl,Audio, Cassette","885","4.8","Unleashed In The East Live In Japan",1986,"british metal"
"Judas Priest","B0000025RR","Audio, Cassette,MP3 Music,Audio CD,Vinyl","1819","4.7","Screaming for Vengeance",1987,"british metal"
"Judas Priest","B000002960","Audio CD,MP3 Music,Audio, Cassette","301","4.7","Metal Works '73-'93",1993,"british metal"
"Judas Priest","B000002AHN","Audio CD","234","4.7","The Best Of Judas Priest: Living After Midnight",1998,"british metal"
"Ozzy Osbourne","B000002B3Q","Audio CD,MP3 Music,Vinyl,Audio, Cassette","873","4.8","Ozzmosis",1995,"british metal"
"Ozzy Osbourne","B000002B7M","Audio CD,Vinyl,Audio, Cassette","3257","4.7","Blizzard of Ozz",1995,"british metal"
"Ozzy Osbourne","B000002B7O","Audio CD,MP3 Music,Vinyl,Audio, Cassette","2925","4.8","Diary of a Madman",1995,"british metal"
"Ozzy Osbourne","B000002B7Q","Audio CD,Vinyl,Audio, Cassette","971","4.8","Speak of the Devil",1995,"british metal"
"Ozzy Osbourne","B000002B7S","Audio CD,MP3 Music,Vinyl,Audio, Cassette","1890","4.7","Bark At the Moon",1995,"british metal"
"Ozzy Osbourne","B000002B7W","Audio CD,MP3 Music,Vinyl,Audio, Cassette","936","4.8","Tribute",1995,"british metal"
"Ozzy Osbourne","B000002B80","Audio CD,Vinyl,Audio, Cassette","123","4.8","Just Say Ozzy",1995,"british metal"
"Led Zeppelin","B000002I3D","Audio CD,MP3 Music,Vinyl,Audio, Cassette","1765","4.8","The Song Remains The Same: Soundtrack From The Led Zeppelin Film",1999,"british metal"
"Manowar","B000002INK","Audio, Cassette,MP3 Music,Audio CD,Vinyl","396","4.8","Kings of Metal",1990,"british metal"
"Led Zeppelin","B000002IQ1","Audio CD,Vinyl,Audio, Cassette","351","4.3","Box",1990,"british metal"
"Atlantic Label (Series)","B000002IRT","Audio CD","4","4.6","Atl Rock N Roll Box",1991,"british metal"
"Led Zeppelin","B000002IVA","Audio CD","133","4.7","Led Zeppelin Vol. 2",1993,"british metal"
"Led Zeppelin","B000002IWP","Audio CD","473","4.8","The Complete Studio Recordings",1993,"british metal"
"Led Zeppelin","B000002J01","Audio CD,MP3 Music,Vinyl,Audio, Cassette","6028","4.8","Led Zeppelin 1",1994,"british metal"
"Led Zeppelin","B000002J09","Audio CD,MP3 Music,Vinyl,Audio, Cassette","8874","4.8","Led Zeppelin IV aka ZOSO",1994,"british metal"
"Led Zeppelin","B000002J0B","Audio CD,Audio CD","793","4.7","Houses Of The Holy",1994,"british metal"
"Led Zeppelin","B000002J1U","Audio CD,Vinyl,Audio, Cassette","715","4.7","Led Zeppelin III",1994,"british metal"
"Led Zeppelin","B000002JEV","Audio CD,Vinyl,Audio, Cassette","627","4.7","BBC Sessions",1997,"british metal"
"Led Zeppelin","B000002JSJ","Audio CD,MP3 Music,Vinyl,Audio, Cassette","2272","4.8","Presence",1976,"british metal"
"Led Zeppelin","B000002JSN","Audio CD,MP3 Music,Vinyl,Audio, Cassette","5149","4.8","Physical Graffiti",1994,"british metal"
"Led Zeppelin","B000002JSP","Audio CD,MP3 Music,Vinyl,Audio, Cassette","2413","4.8","In Through the Out Door",1994,"british metal"
"Led Zeppelin","B000002JSR","Audio CD,MP3 Music,Vinyl,Audio, Cassette","1663","4.7","Coda",1994,"british metal"
"Deep Purple","B000002KBA","Audio CD,Vinyl","146","4.7","In Rock",1990,"british metal"
"Deep Purple","B000002KEI","Audio CD,MP3 Music,Vinyl,Audio, Cassette","230","4.7","Who Do We Think We Are",1988,"british metal"
"Black Sabbath","B000002KET","Audio CD,MP3 Music,Vinyl,Audio, Cassette","2215","4.8","Sabbath Bloody Sabbath",1990,"british metal"
"Deep Purple","B000002KEV","Audio CD,Audio CD","2713","4.7","Made in Japan",1990,"british metal"
"Black Sabbath","B000002KFJ","Audio CD,MP3 Music,Vinyl,Audio, Cassette","1835","4.7","Sabotage",1990,"british metal"
"Black Sabbath","B000002KGG","Audio CD","830","4.6","Technical Ecstasy",1990,"british metal"
"Deep Purple","B000002KHB","Audio CD,MP3 Music,Vinyl,Audio DVD,Audio, Cassette","3035","4.8","Machine Head",1990,"british metal"
"Black Sabbath","B000002KHH","Audio CD,MP3 Music,Vinyl,Audio, Cassette","5535","4.8","Paranoid",1990,"british metal"
"Black Sabbath","B000002KIK","Audio CD,Audio CD","1110","4.6","Never Say Die",1990,"british metal"
"Deep Purple","B000002KIX","Audio CD,MP3 Music,Vinyl,Audio, Cassette","32","4.6","When We Rock We Rock When We Roll We Roll",1990,"british metal"
"Deep Purple","B000002KLV","Audio CD,Vinyl,Audio, Cassette","165","4.6","Deepest Purple: The Very Best of Deep Purple",1990,"british metal"
"Black Sabbath","B000002LB4","Audio CD,Audio CD","168","4.6","Eternal Idol, The",1990,"british metal"
"The Cult","B000002N2R","Audio CD,Audio, Cassette","52","4.7","High Octane Cult",1996,"british metal"
"Judas Priest","B000002Z1W","Audio CD,Audio, Cassette","17","4.2","Prisoners Of Pain",1996,"british metal"
"Heavy Metal Hits Of The '80s: Youth Gone Wild (Series)","B0000033R4","Audio CD,Audio, Cassette","19","4.6","Youth Gone Wild Vol. 1",1996,"british metal"
"Orleans","B0000038Z4","Audio CD","3","4.6","Orleans Live Volume 1",1994,"british metal"
"Thin Lizzy","B000003HGF","Audio CD","15","4.4","The Peel Sessions",1994,"british metal"
"Ian Gillan","B000003HGM","Audio CD","1","4","Live at Reading 80",1993,"british metal"
"Motörhead","B000003SGV","Audio CD","3","4.1","Best & The Rest of Motorhead 2",1993,"british metal"
"Raven","B000003T98","Audio CD,MP3 Music,Vinyl,Audio, Cassette","55","4.4","LIVE AT THE INFERNO",2005,"british metal"
"Motörhead","B0000040L8","Audio CD","12","4.4","Welcome to the Bear Trap",1991,"british metal"
"Uriah Heep","B0000040MS","Audio CD,MP3 Music,Vinyl,Audio, Cassette","89","4.3","Head First",1998,"british metal"
"Uriah Heep","B0000040MT","Audio CD,MP3 Music,Vinyl","197","4.6","Innocent Victim",1991,"british metal"
"Venom","B0000048CQ","Audio CD,MP3 Music,Vinyl,Audio, Cassette","100","4.8","Prime Evil",1994,"british metal"
"Deep Purple","B0000049I7","Audio CD","1","5","Archive Alive",1997,"british metal"
"Uriah Heep","B00000592I","Audio CD","8","4.8","Time of Revelation: 25 Years on",1996,"british metal"
"Uriah Heep","B00000593H","Audio CD,MP3 Music,Vinyl","108","4.4","Fallen Angel",1997,"british metal"
"Motörhead","B00000593I","Audio CD","4","5","Protect the Innocent",1998,"british metal"
"Samson","B0000059Q6","Audio CD,Vinyl","4","4.5","Thank You And Goodnight... Live",1996,"british metal"
"Samson","B0000059Q7","Audio CD,Vinyl","1","4","Joint Forces",1996,"british metal"
"Samson","B0000059Q8","Audio CD","4","3","Burning Emotion: Best of 1985-90",1996,"british metal"
"UFO","B000005C58","Audio CD","3","3.5","The X Factor: Out There...And Back Booklet",1998,"british metal"
"Motörhead","B000005D3U","Audio CD","3","4.8","Archive",1997,"british metal"
"Deep Purple","B000005EHR","Audio CD","22","3.8","Live at the California Jam",1996,"british metal"
"Deep Purple","B000005EIK","Audio CD","21","4.5","King Biscuit Flower Hour Presents in Concert",1996,"british metal"
"Uriah Heep","B000005EJ8","Audio CD","15","4.2","King Biscuit Flower Hour Presents Uriah Heep: Live on February 8, 1974 in San Diego, CA",1997,"british metal"
"Motörhead","B000005EJA","Audio CD","6","4.5","King Biscuit Flower Hour Presents Motorhead",1997,"british metal"
"John Entwistle","B000005EJD","Audio CD","15","4.1","King Biscuit Flower Hour Presents Girlschool In Concert",1997,"british metal"
"UFO","B000005JFM","Audio CD","11","4.8","The Best of the Rest of UFO",1997,"british metal"
"Budgie","B000005RDY","Audio CD,Vinyl","374","4.6","The Best Of Budgie",1999,"british metal"
"Motörhead","B000005REO","Audio CD","4","4.2","Take No Prisoners",1998,"british metal"
"Black Sabbath","B000005RFH","Audio CD,MP3 Music,Vinyl,Audio, Cassette","4049","4.8","Black Sabbath",1998,"british metal"
"Black Sabbath","B000005RFR","Audio CD,Vinyl,Audio, Cassette","127","4.4","Seventh Star",1998,"british metal"
"Deep Purple","B000005RPX","Audio CD,MP3 Music,Vinyl","210","4.6","Live In Japan",1998,"british metal"
"Motörhead","B000005RQ2","Audio CD,MP3 Music,Vinyl,Audio, Cassette","420","4.7","Motörhead On Parole",2000,"british metal"
"Judas Priest","B000005RQA","Audio CD,Vinyl","14","4.5","Priest In The East",1998,"british metal"
"Deep Purple","B000005RQT","Audio CD,Vinyl","2200","4.7","In Rock: Anniversary Edition",1998,"british metal"
"Deep Purple","B000005RRP","Audio CD,MP3 Music,Vinyl,Audio, Cassette","1212","4.7","Fireball: 25th Anniversary eng",1998,"british metal"
"Saxon","B000005RRS","Audio CD,MP3 Music","40","4.7","Wheels of Steel / Strong Arm of the Law",1998,"british metal"
"Deep Purple","B000005RSD","Audio CD,Vinyl","31","4.4","Singles A's & B's",1998,"british metal"
"Deep Purple","B000005RTA","Audio CD,MP3 Music,Vinyl","533","4.6","Stormbringer UK",1998,"british metal"
"Saxon","B000005RTD","Audio CD,MP3 Music,Vinyl","495","4.7","Wheels of Steel",1998,"british metal"
"Saxon","B000005RTQ","Audio CD,MP3 Music,Vinyl,Audio, Cassette","387","4.7","Crusader",2007,"british metal"
"Thin Lizzy","B000005RXN","Audio CD","5","3.3","Best of: Thin Lizzy",1997,"british metal"
"UFO","B000005YJU","Audio CD,Audio CD,Vinyl","44","4.8","UFO Soundtrack",1996,"british metal"
"Primal Fear","B000005ZDM","Audio CD,MP3 Music,Vinyl","79","4.7","Primal Fear",1998,"british metal"
"Motörhead","B00000619V","Audio CD","4","4.7","Motorhead The Singles Collection",1998,"british metal"
"Deep Purple","B0000061AG","Audio CD","7","4","Gemini Suite",1998,"british metal"
"UFO","B0000061R7","Audio CD,Vinyl,Audio, Cassette","181","4.8","Walk on Water",1998,"british metal"
"Classic Rock Anthems","B000006BDA","Audio CD","30","4.4","Classic Rock Anthems",2005,"british metal"
"Girlschool","B000006CCD","Audio CD,Vinyl","1","4","Emergency",1998,"british metal"
"Asia","B000006ENS","Audio CD,Audio, Cassette","2","5","Best of Hard Rock",1998,"british metal"
"Iron Maiden","B000006JPJ","Audio CD,MP3 Music,Vinyl,Audio, Cassette","1936","4.8","Seventh Son Of A Seventh Son",1995,"british metal"
"Ian Gillan","B000006M46","Audio CD,MP3 Music","7","4.6","Gillan Tapes 1",1998,"british metal"
"Ozzfest Live 1997","B000006M9X","Audio CD","11","4.6","OzzFest, Vol. 1: Live",1997,"british metal"
"Various Artists","B000006M9Z","Audio, Cassette","1","5","Ozz-Fest Live",1996,"british metal"
"Iron Maiden","B000006MG5","Audio CD,Vinyl,Audio, Cassette","388","4.7","X Factor",1995,"british metal"
"Venom","B000006N16","Audio CD,MP3 Music,Vinyl","34","4.6","Cast in Stone",1998,"british metal"
"Deep Purple","B000006P82","Audio CD,MP3 Music,Vinyl,Audio, Cassette","13","4","Smoke on the Water",1998,"british metal"
"Thin Lizzy","B000006P8G","Audio CD,Audio, Cassette","12","4.8","Remembering, Part 1",2003,"british metal"
"Iron Maiden","B000006RHP","Audio CD,Audio CD","265","4.6","A Real Live One",1998,"british metal"
"Iron Maiden","B000006RHQ","Audio CD,Audio, Cassette","96","4.5","A Real Dead One",1993,"british metal"
"Saxon","B000006TSG","Audio CD,MP3 Music","24","4.2","Collection of Metal",1999,"british metal"
"Led Zeppelin","B000006UZ6","Audio CD,Vinyl","19","4.7","Ep Whole Lotta Love + BBC Live #'d Edition",2011,"british metal"
"Budgie","B000006X8K","Audio CD,Vinyl","128","4.6","Nightflight",2002,"british metal"
"Deep Purple","B000006Y3G","Audio CD,Vinyl","26","4.5","Anthology",1998,"british metal"
"Deep Purple","B000006Y3K","Audio CD","12","4.4","Child in Time",1998,"british metal"
"Deep Purple","B000006Y3M","Audio CD,MP3 Music","77","4.5","Come Hell Or High Water",1995,"british metal"
"Deep Purple","B000006Y3P","Audio CD","5","5","Family Album",1998,"british metal"
"Deep Purple","B000006Y3S","Audio CD,Vinyl","204","4.7","Deep Purple In Concert 1970 & 1972",1998,"british metal"
"Deep Purple","B000006Y3U","Audio CD","42","4.6","In the Absence of Pink - Knebworth 1985",1998,"british metal"
"Deep Purple","B000006Y3V","Audio CD","12","4.3","Last Concert in Japan",2001,"british metal"
"Deep Purple","B000006Y3Y","Audio CD","21","4.4","Mk III: The Final Concerts",1996,"british metal"
"Deep Purple","B000006Y3Z","Audio CD","31","4.3","On The Wings Of A Russian Foxbat",1998,"british metal"
"Deep Purple","B000006Y41","Audio CD","9","4.5","Progression",2007,"british metal"
"Deep Purple","B000006Y47","Audio CD,MP3 Music,Vinyl,Audio, Cassette","35","4.5","Scandinavian Nights eng",1998,"british metal"
"Deep Purple","B000006Y49","Audio CD","23","4.5","DEEP PURPLE BEST OF - SMOKE ON THE WATER",2014,"british metal"
"Deep Purple","B000006Y4A","Audio CD","1","5","Collection",1998,"british metal"
"Black Sabbath","B000006ZDN","Audio CD,Vinyl","12","4.4","The Sabbath Collection",1998,"british metal"
"Black Sabbath","B000006ZDU","Audio CD","24","4.6","Under Wheels of Confusion",2000,"british metal"
"Blitzkrieg","B000006ZEI","Audio CD","3","5","Unholy Trinity",2001,"british metal"
"Raven","B000006ZIV","Audio CD","5","3.8","Everything Louder",2007,"british metal"
"Iron Maiden","B00000713S","Audio CD,Vinyl","28","4.9","Flight of Icarus/The Trooper",1990,"british metal"
"Iron Maiden","B00000713W","Audio CD,Vinyl","33","4.8","Purgatory/Maiden Japan",1990,"british metal"
"Motörhead","B0000072DT","Audio CD,MP3 Music,Vinyl,Audio, Cassette","484","4.8","Overnight Sensation",2010,"british metal"
"Praying Mantis","B00000731E","Audio CD,MP3 Music","5","3.6","To the Power of Ten",1996,"british metal"
"Thin Lizzy","B0000074FE","Audio CD,MP3 Music,Vinyl","394","4.7","Chinatown",1998,"british metal"
"Thin Lizzy","B0000074FF","Audio CD,MP3 Music,Vinyl","352","4.7","Fighting",1996,"british metal"
"Thin Lizzy","B0000074FH","Audio CD,MP3 Music,Vinyl,Audio, Cassette","508","4.7","Johnny the Fox",2005,"british metal"
"Thin Lizzy","B0000074FJ","Audio CD,Audio CD","1412","4.8","Live & Dangerous",1996,"british metal"
"Thin Lizzy","B0000074FM","Audio CD,Vinyl","4","4.7","Rockers",2005,"british metal"
"Thin Lizzy","B0000074FN","Audio CD,MP3 Music,Vinyl,Audio, Cassette","611","4.7","Thunder & Lightning ger",1999,"british metal"
"Thin Lizzy","B0000074FP","Audio CD,Audio CD","10","4.2","Wild One-Best Of",1996,"british metal"
"Thin Lizzy","B0000074FQ","Audio CD","247","4.6","Wild One: Very Best of",2012,"british metal"
"UFO","B0000074NO","Audio CD","1","5","Champions of Rock",2004,"british metal"
"UFO","B0000074NS","Audio CD","11","4.9","No Heavy Petting/Lights Out",1999,"british metal"
"UFO","B0000074NT","Audio CD","6","5","Obsession/No Place to Run",1999,"british metal"
"UFO","B0000074NU","Audio CD","58","4.6","Best Of UFO: Gold Collection",2000,"british metal"
"UFO","B0000074NV","Audio CD","1","4","Live in Texas",1994,"british metal"
"Uriah Heep","B0000074P7","Audio CD,MP3 Music","99","4.7","Uriah Heep - Greatest Hits",1998,"british metal"
"Uriah Heep","B0000074PB","Audio CD","16","4.4","Live 1973",1998,"british metal"
"Uriah Heep","B0000074PF","Audio CD,Vinyl,Audio, Cassette","154","4.8","Salisbury",1998,"british metal"
"Samson","B0000075EB","Audio CD","1","4","Vol. 2-N.W.O.B.H.M. Rarities",1999,"british metal"
"Deep Purple","B000007N8O","Audio CD","143","4.5","Abandon",1998,"british metal"
"Deep Purple","B000007N8P","Audio, Cassette","3","5","Abandoned",1998,"british metal"
"Deep Purple","B000007NZO","Audio CD","372","4.5","Slaves & Masters",1990,"british metal"
"Elvis Presley","B000007OVQ","Audio CD","2","5","Hits of Led Zeppelin: Vol.1",1998,"british metal"
"Judas Priest","B000007PD2","Audio CD","23","3.8","Metal Gods",1998,"british metal"
"Judas Priest","B000007T2O","Audio CD","4","4","British Steel/ Point of Entry/ Screaming For Vengeance",1998,"british metal"
"Ozzy Osbourne","B000007T45","Audio CD","18","4.1","Diary Of A Madman/Bark At The Moon/The Ultimate Sin",1998,"british metal"
"Ozzy Osbourne","B000007V1L","Audio CD","39","4.3","Ozzy Osbourne - Ozzman Cometh: Greatest Hits",2000,"british metal"
"UFO","B000007V3F","Audio CD","9","4.8","On With the Action",2000,"british metal"
"Uriah Heep","B000007VB6","Audio CD,MP3 Music","9","4.2","Best of Uriah Heep Part 2",2000,"british metal"
"Saxon","B000007WO7","Audio CD","2","5","Burrn! Presents Best of Saxon",2000,"british metal"
"Black Sabbath","B000007WP8","Audio CD,MP3 Music,Vinyl,Audio, Cassette","521","4.7","We Sold Our Soul For Rock 'N' Roll",2002,"british metal"
"Various Artists","B0000080I4","Audio CD","4","5","Metallic-Era 1",2001,"british metal"
"Ian Gillan","B0000084UG","Audio CD,MP3 Music","10","4.4","Live at the Rainbow",1998,"british metal"
"Ethel the Frog","B0000085S0","Audio CD,Vinyl","9","4.8","Ethel the Frog",1999,"british metal"
"Witchfynde","B00000875Q","Audio CD","2","3.3","Best of Witchfynde",2001,"british metal"
"Witchfinder General","B0000087M6","Audio CD,MP3 Music,Vinyl,Audio, Cassette","200","4.6","Death Penalty",2009,"british metal"
"Primal Fear","B0000087RC","Audio CD,Audio CD","2","4.7","Primal Fear",1997,"british metal"
"Judas Priest","B00000882V","Audio CD","11","4.4","Priest Live & Rare Japan",1999,"british metal"
"Black Sabbath","B000008DHS","Audio CD,Vinyl,Audio, Cassette","224","4.7","Cross Purposes",1994,"british metal"
"Judas Priest","B000008H5S","Audio CD,Vinyl,Audio, Cassette","53","4.7","Best of: Judas Priest",1990,"british metal"
"Queen","B000008JOF","Audio CD","8","4.2","Queen Collection",1998,"british metal"
"Samson","B000008KE3","Audio CD,Audio CD,Audio, Cassette","11","4.6","Survivors",2000,"british metal"
"Saxon","B000008KFP","Audio CD,Audio, Cassette","6","5","Saxon - Greatest Hits: Live!",1991,"british metal"
"Thin Lizzy","B000008LJ2","Audio CD,Audio, Cassette","4","4.6","Black Rose",1993,"british metal"
"UFO","B000008LUK","Audio CD,MP3 Music,Vinyl,Audio, Cassette","295","4.8","Lights Out",1990,"british metal"
"Uriah Heep","B000008LWW","Audio CD,MP3 Music,Vinyl,Audio, Cassette","69","4.4","Raging Silence",1994,"british metal"
"Girlschool","B000008NEP","Audio CD,MP3 Music","10","4.2","Girlschool",1992,"british metal"
"Uriah Heep","B000008R5H","Audio CD,MP3 Music","15","4.8","Lansdowne Tapes",1994,"british metal"
"Led Zeppelin","B000008U7J","Audio CD,Vinyl,Audio, Cassette","95","4.9","Immigrant Song / Hey Hey What Can I Do",1992,"british metal"
"Raven","B000009OT0","Audio CD,Vinyl,Audio, Cassette","18","4.6","Stay Hard",1998,"british metal"
"Raven","B000009OT1","Audio CD,Vinyl,Audio, Cassette","19","4.6","Life's a Bitch",1998,"british metal"
"Raven","B000009OT3","Audio CD,Vinyl,Audio, Cassette","16","4.3","Pack Is Back",1998,"british metal"
"Saxon","B000009TJ7","Audio CD","7","3.6","Rock the Nation",1995,"british metal"
"Uriah Heep","B00000AFCW","Audio CD","35","4.5","Classic Heep: Anthology",1998,"british metal"
"Raven","B00000AFJB","Audio CD,Vinyl,Audio, Cassette","1","5","Naked in the Rain",1998,"british metal"
"Black Sabbath","B00000AFW7","Audio CD","199","4.6","Iron Man",1998,"british metal"
"UFO","B00000APXY","Audio CD","21","4.7","Decca Years",2002,"british metal"
"Various Artists","B00000AVLN","Audio CD","115","4.6","Kerrang the Album",1994,"british metal"
"UFO","B00000AWMZ","Audio CD","10","4","Phenomenon/Force It",1999,"british metal"
"Deep Purple","B00000B9E8","Audio CD","13","4","Purplexed",2011,"british metal"
"Venom","B00000BIL9","Audio CD","7","3.5","In Memorium: 1981-1994",1998,"british metal"
"Judas Priest","B00000BKJ9","Audio CD,Audio, Cassette","35","4.3","98 Live Meltdown",1998,"british metal"
"Various Artists","B00000C2MQ","Audio CD","60","4.5","Harley-Davidson Cycles: Road Songs, Vol. 2",1998,"british metal"
"Various Artists","B00000DCXB","Audio CD","30","4","Best Of Heavy Metal",1998,"british metal"
"Black Sabbath","B00000DFTG","Audio CD,Audio, Cassette","363","4.7","Reunion",1998,"british metal"
"Star Profile (Interview Series)","B00000DGRK","Audio CD","11","3.8","Star Profile",1999,"british metal"
"Queen","B00000DMUL","Audio CD","70","4.6","The Crown Jewels",1998,"british metal"
